source,target,edge_type
CLM-004857,DEV-001810,USES_DEVICE
CLM-004858,CUS-002568,FILED_BY
CLM-004858,DEV-002494,USES_DEVICE
CLM-004858,REP-000245,REPAIRED_BY
CLM-004859,CUS-002057,FILED_BY
CLM-004859,DEV-000829,USES_DEVICE
CLM-004860,CUS-001517,FILED_BY
CLM-004860,DEV-000744,USES_DEVICE
CLM-004860,REP-000005,REPAIRED_BY
CLM-004861,CUS-001697,FILED_BY
CLM-004861,DEV-001049,USES_DEVICE
CLM-004862,CUS-002126,FILED_BY
CLM-004862,DEV-000144,USES_DEVICE
CLM-004862,REP-000163,REPAIRED_BY
CLM-004863,CUS-000125,FILED_BY
CLM-004863,DEV-000889,USES_DEVICE
CLM-004864,CUS-001261,FILED_BY
CLM-004864,DEV-002186,USES_DEVICE
CLM-004864,REP-000518,REPAIRED_BY
CLM-004865,CUS-001782,FILED_BY
CLM-004865,DEV-000459,USES_DEVICE
CLM-004865,REP-000586,REPAIRED_BY
CLM-004866,CUS-002980,FILED_BY
CLM-004866,DEV-002628,USES_DEVICE
CLM-004867,CUS-000207,FILED_BY
CLM-004867,DEV-002011,USES_DEVICE
CLM-004867,REP-000604,REPAIRED_BY
CLM-004868,CUS-000753,FILED_BY
CLM-004868,DEV-002655,USES_DEVICE
CLM-004868,REP-000587,REPAIRED_BY
CLM-004869,CUS-000523,FILED_BY
CLM-004869,DEV-002943,USES_DEVICE
CLM-004869,REP-000400,REPAIRED_BY
CLM-004870,CUS-000704,FILED_BY
CLM-004870,DEV-002283,USES_DEVICE
CLM-004871,CUS-001875,FILED_BY
CLM-004871,DEV-002856,USES_DEVICE
CLM-004871,REP-000374,REPAIRED_BY
CLM-004872,CUS-000392,FILED_BY
CLM-004872,DEV-000352,USES_DEVICE
CLM-004873,CUS-000870,FILED_BY
CLM-004873,DEV-002303,USES_DEVICE
CLM-004874,CUS-000868,FILED_BY
CLM-004874,DEV-002763,USES_DEVICE
CLM-004874,REP-000021,REPAIRED_BY
CLM-004875,CUS-000586,FILED_BY
CLM-004875,DEV-001278,USES_DEVICE
CLM-004876,CUS-001671,FILED_BY
CLM-004876,DEV-001759,USES_DEVICE
CLM-004877,CUS-000596,FILED_BY
CLM-004877,DEV-001299,USES_DEVICE
CLM-004878,CUS-001802,FILED_BY
CLM-004878,DEV-000860,USES_DEVICE
CLM-004878,REP-000256,REPAIRED_BY
CLM-004879,CUS-000643,FILED_BY
CLM-004879,DEV-001104,USES_DEVICE
CLM-004879,REP-000360,REPAIRED_BY
CLM-004880,CUS-002430,FILED_BY
CLM-004880,DEV-002400,USES_DEVICE
CLM-004880,REP-000221,REPAIRED_BY
CLM-004881,CUS-002088,FILED_BY
CLM-004881,DEV-001742,USES_DEVICE
CLM-004881,REP-000151,REPAIRED_BY
CLM-004882,CUS-000574,FILED_BY
CLM-004882,DEV-000197,USES_DEVICE
CLM-004882,REP-000675,REPAIRED_BY
CLM-004883,CUS-002099,FILED_BY
CLM-004883,DEV-000019,USES_DEVICE
CLM-004884,CUS-002265,FILED_BY
CLM-004884,DEV-001271,USES_DEVICE
CLM-004885,CUS-002215,FILED_BY
CLM-004885,DEV-000899,USES_DEVICE
CLM-004886,CUS-000366,FILED_BY
CLM-004886,DEV-002046,USES_DEVICE
CLM-004886,REP-000613,REPAIRED_BY
CLM-004887,CUS-000883,FILED_BY
CLM-004887,DEV-002014,USES_DEVICE
CLM-004888,CUS-001726,FILED_BY
CLM-004888,DEV-002302,USES_DEVICE
CLM-004889,CUS-001653,FILED_BY
CLM-004889,DEV-002536,USES_DEVICE
CLM-004889,REP-000409,REPAIRED_BY
CLM-004890,CUS-002832,FILED_BY
CLM-004890,DEV-002097,USES_DEVICE
CLM-004891,CUS-000430,FILED_BY
CLM-004891,DEV-002025,USES_DEVICE
CLM-004892,CUS-002543,FILED_BY
CLM-004892,DEV-000819,USES_DEVICE
CLM-004893,CUS-001110,FILED_BY
CLM-004893,DEV-002300,USES_DEVICE
CLM-004893,REP-000325,REPAIRED_BY
CLM-004894,CUS-001988,FILED_BY
CLM-004894,DEV-002146,USES_DEVICE
CLM-004894,REP-000179,REPAIRED_BY
CLM-004895,CUS-000013,FILED_BY
CLM-004895,DEV-002510,USES_DEVICE
CLM-004895,REP-000629,REPAIRED_BY
CLM-004896,CUS-000642,FILED_BY
CLM-004896,DEV-002137,USES_DEVICE
CLM-004896,REP-000554,REPAIRED_BY
CLM-004897,CUS-000404,FILED_BY
CLM-004897,DEV-001472,USES_DEVICE
CLM-004898,CUS-000488,FILED_BY
CLM-004898,DEV-000901,USES_DEVICE
CLM-004899,CUS-002668,FILED_BY
CLM-004899,DEV-001179,USES_DEVICE
CLM-004900,CUS-002758,FILED_BY
CLM-004900,DEV-002315,USES_DEVICE
CLM-004900,REP-000146,REPAIRED_BY
CLM-004901,CUS-001518,FILED_BY
CLM-004901,DEV-001038,USES_DEVICE
CLM-004901,REP-000495,REPAIRED_BY
CLM-004902,CUS-000403,FILED_BY
CLM-004902,DEV-001308,USES_DEVICE
CLM-004903,CUS-000248,FILED_BY
CLM-004903,DEV-001490,USES_DEVICE
CLM-004903,REP-000131,REPAIRED_BY
CLM-004904,CUS-002816,FILED_BY
CLM-004904,DEV-002152,USES_DEVICE
CLM-004905,CUS-002320,FILED_BY
CLM-004905,DEV-000024,USES_DEVICE
CLM-004905,REP-000422,REPAIRED_BY
CLM-004906,CUS-001894,FILED_BY
CLM-004906,DEV-002205,USES_DEVICE
CLM-004906,REP-000247,REPAIRED_BY
CLM-004907,CUS-002380,FILED_BY
CLM-004907,DEV-001056,USES_DEVICE
CLM-004907,REP-000449,REPAIRED_BY
CLM-004908,CUS-002596,FILED_BY
CLM-004908,DEV-001919,USES_DEVICE
CLM-004909,CUS-002838,FILED_BY
CLM-004909,DEV-001750,USES_DEVICE
CLM-004909,REP-000167,REPAIRED_BY
CLM-004910,CUS-001998,FILED_BY
CLM-004910,DEV-000560,USES_DEVICE
CLM-004910,REP-000489,REPAIRED_BY
CLM-004911,CUS-000073,FILED_BY
CLM-004911,DEV-001399,USES_DEVICE
CLM-004911,REP-000261,REPAIRED_BY
CLM-004912,CUS-000770,FILED_BY
CLM-004912,DEV-001259,USES_DEVICE
CLM-004913,CUS-000800,FILED_BY
CLM-004913,DEV-000898,USES_DEVICE
CLM-004913,REP-000207,REPAIRED_BY
CLM-004914,CUS-000418,FILED_BY
CLM-004914,DEV-002964,USES_DEVICE
CLM-004915,CUS-000256,FILED_BY
CLM-004915,DEV-000871,USES_DEVICE
CLM-004916,CUS-002018,FILED_BY
CLM-004916,DEV-001393,USES_DEVICE
CLM-004916,REP-000580,REPAIRED_BY
CLM-004917,CUS-002542,FILED_BY
CLM-004917,DEV-000309,USES_DEVICE
CLM-004918,CUS-001928,FILED_BY
CLM-004918,DEV-001527,USES_DEVICE
CLM-004918,REP-000511,REPAIRED_BY
CLM-004919,CUS-000359,FILED_BY
CLM-004919,DEV-001604,USES_DEVICE
CLM-004920,CUS-002555,FILED_BY
CLM-004920,DEV-000396,USES_DEVICE
CLM-004921,CUS-002360,FILED_BY
CLM-004921,DEV-001883,USES_DEVICE
CLM-004921,REP-000169,REPAIRED_BY
CLM-004922,CUS-000053,FILED_BY
CLM-004922,DEV-002077,USES_DEVICE
CLM-004923,CUS-001529,FILED_BY
CLM-004923,DEV-000800,USES_DEVICE
CLM-004923,REP-000190,REPAIRED_BY
CLM-004924,CUS-002828,FILED_BY
CLM-004924,DEV-001830,USES_DEVICE
CLM-004925,CUS-000257,FILED_BY
CLM-004925,DEV-001811,USES_DEVICE
CLM-004926,CUS-001191,FILED_BY
CLM-004926,DEV-002974,USES_DEVICE
CLM-004927,CUS-000555,FILED_BY
CLM-004927,DEV-002021,USES_DEVICE
CLM-004928,CUS-001550,FILED_BY
CLM-004928,DEV-001630,USES_DEVICE
CLM-004928,REP-000676,REPAIRED_BY
CLM-004929,CUS-000386,FILED_BY
CLM-004929,DEV-001955,USES_DEVICE
CLM-004929,REP-000192,REPAIRED_BY
CLM-004930,CUS-001518,FILED_BY
CLM-004930,DEV-002218,USES_DEVICE
CLM-004931,CUS-002887,FILED_BY
CLM-004931,DEV-001734,USES_DEVICE
CLM-004932,CUS-002251,FILED_BY
CLM-004932,DEV-002053,USES_DEVICE
CLM-004933,CUS-001290,FILED_BY
CLM-004933,DEV-001801,USES_DEVICE
CLM-004933,REP-000354,REPAIRED_BY
CLM-004934,CUS-000161,FILED_BY
CLM-004934,DEV-001824,USES_DEVICE
CLM-004935,CUS-001187,FILED_BY
CLM-004935,DEV-002198,USES_DEVICE
CLM-004936,CUS-002367,FILED_BY
CLM-004936,DEV-000173,USES_DEVICE
CLM-004936,REP-000163,REPAIRED_BY
CLM-004937,CUS-001892,FILED_BY
CLM-004937,DEV-000664,USES_DEVICE
CLM-004938,CUS-000869,FILED_BY
CLM-004938,DEV-001309,USES_DEVICE
CLM-004939,CUS-002062,FILED_BY
CLM-004939,DEV-001375,USES_DEVICE
CLM-004940,CUS-000230,FILED_BY
CLM-004940,DEV-002796,USES_DEVICE
CLM-004940,REP-000336,REPAIRED_BY
CLM-004941,CUS-000799,FILED_BY
CLM-004941,DEV-001938,USES_DEVICE
CLM-004941,REP-000196,REPAIRED_BY
CLM-004942,CUS-001906,FILED_BY
CLM-004942,DEV-000596,USES_DEVICE
CLM-004942,REP-000394,REPAIRED_BY
CLM-004943,CUS-000700,FILED_BY
CLM-004943,DEV-000299,USES_DEVICE
CLM-004943,REP-000423,REPAIRED_BY
CLM-004944,CUS-001029,FILED_BY
CLM-004944,DEV-002309,USES_DEVICE
CLM-004944,REP-000007,REPAIRED_BY
CLM-004945,CUS-001082,FILED_BY
CLM-004945,DEV-002821,USES_DEVICE
CLM-004945,REP-000047,REPAIRED_BY
CLM-004946,CUS-001575,FILED_BY
CLM-004946,DEV-001473,USES_DEVICE
CLM-004946,REP-000205,REPAIRED_BY
CLM-004947,CUS-001082,FILED_BY
CLM-004947,DEV-002821,USES_DEVICE
CLM-004948,CUS-001377,FILED_BY
CLM-004948,DEV-002629,USES_DEVICE
CLM-004949,CUS-002298,FILED_BY
CLM-004949,DEV-002086,USES_DEVICE
CLM-004949,REP-000214,REPAIRED_BY
CLM-004950,CUS-000158,FILED_BY
CLM-004950,DEV-001570,USES_DEVICE
CLM-004951,CUS-002437,FILED_BY
CLM-004951,DEV-002496,USES_DEVICE
CLM-004951,REP-000569,REPAIRED_BY
CLM-004952,CUS-002573,FILED_BY
CLM-004952,DEV-001632,USES_DEVICE
CLM-004953,CUS-001859,FILED_BY
CLM-004953,DEV-001966,USES_DEVICE
CLM-004954,CUS-000883,FILED_BY
CLM-004954,DEV-002014,USES_DEVICE
CLM-004954,REP-000394,REPAIRED_BY
CLM-004955,CUS-002407,FILED_BY
CLM-004955,DEV-002031,USES_DEVICE
CLM-004955,REP-000202,REPAIRED_BY
CLM-004956,CUS-002809,FILED_BY
CLM-004956,DEV-000203,USES_DEVICE
CLM-004956,REP-000603,REPAIRED_BY
CLM-004957,CUS-002216,FILED_BY
CLM-004957,DEV-000943,USES_DEVICE
CLM-004958,CUS-000059,FILED_BY
CLM-004958,DEV-000039,USES_DEVICE
CLM-004959,CUS-001006,FILED_BY
CLM-004959,DEV-000242,USES_DEVICE
CLM-004960,CUS-000388,FILED_BY
CLM-004960,DEV-001807,USES_DEVICE
CLM-004960,REP-000040,REPAIRED_BY
CLM-004961,CUS-001585,FILED_BY
CLM-004961,DEV-001034,USES_DEVICE
CLM-004961,REP-000571,REPAIRED_BY
CLM-004962,CUS-001086,FILED_BY
CLM-004962,DEV-002858,USES_DEVICE
CLM-004963,CUS-001473,FILED_BY
CLM-004963,DEV-001672,USES_DEVICE
CLM-004964,CUS-000591,FILED_BY
CLM-004964,DEV-002903,USES_DEVICE
CLM-004965,CUS-001241,FILED_BY
CLM-004965,DEV-002747,USES_DEVICE
CLM-004965,REP-000247,REPAIRED_BY
CLM-004966,CUS-001690,FILED_BY
CLM-004966,DEV-000088,USES_DEVICE
CLM-004966,REP-000492,REPAIRED_BY
CLM-004967,CUS-000484,FILED_BY
CLM-004967,DEV-002349,USES_DEVICE
CLM-004968,CUS-000360,FILED_BY
CLM-004968,DEV-001632,USES_DEVICE
CLM-004969,CUS-002993,FILED_BY
CLM-004969,DEV-001145,USES_DEVICE
CLM-004970,CUS-002585,FILED_BY
CLM-004970,DEV-000527,USES_DEVICE
CLM-004971,CUS-001852,FILED_BY
CLM-004971,DEV-001101,USES_DEVICE
CLM-004972,CUS-000462,FILED_BY
CLM-004972,DEV-002935,USES_DEVICE
CLM-004972,REP-000014,REPAIRED_BY
CLM-004973,CUS-002733,FILED_BY
CLM-004973,DEV-000553,USES_DEVICE
CLM-004973,REP-000148,REPAIRED_BY
CLM-004974,CUS-000492,FILED_BY
CLM-004974,DEV-001208,USES_DEVICE
CLM-004974,REP-000615,REPAIRED_BY
CLM-004975,CUS-002511,FILED_BY
CLM-004975,DEV-001353,USES_DEVICE
CLM-004976,CUS-000438,FILED_BY
CLM-004976,DEV-002898,USES_DEVICE
CLM-004977,CUS-000926,FILED_BY
CLM-004977,DEV-001376,USES_DEVICE
CLM-004977,REP-000649,REPAIRED_BY
CLM-004978,CUS-001712,FILED_BY
CLM-004978,DEV-000155,USES_DEVICE
CLM-004978,REP-000174,REPAIRED_BY
CLM-004979,CUS-001402,FILED_BY
CLM-004979,DEV-001151,USES_DEVICE
CLM-004979,REP-000199,REPAIRED_BY
CLM-004980,CUS-001045,FILED_BY
CLM-004980,DEV-001876,USES_DEVICE
CLM-004981,CUS-002201,FILED_BY
CLM-004981,DEV-000541,USES_DEVICE
CLM-004981,REP-000234,REPAIRED_BY
CLM-004982,CUS-002392,FILED_BY
CLM-004982,DEV-002894,USES_DEVICE
CLM-004983,CUS-001029,FILED_BY
CLM-004983,DEV-000766,USES_DEVICE
CLM-004983,REP-000692,REPAIRED_BY
CLM-004984,CUS-001725,FILED_BY
CLM-004984,DEV-000230,USES_DEVICE
CLM-004984,REP-000253,REPAIRED_BY
CLM-004985,CUS-002203,FILED_BY
CLM-004985,DEV-000634,USES_DEVICE
CLM-004986,CUS-002003,FILED_BY
CLM-004986,DEV-002165,USES_DEVICE
CLM-004986,REP-000481,REPAIRED_BY
CLM-004987,CUS-000901,FILED_BY
CLM-004987,DEV-001129,USES_DEVICE
CLM-004988,CUS-002561,FILED_BY
CLM-004988,DEV-001999,USES_DEVICE
CLM-004988,REP-000487,REPAIRED_BY
CLM-004989,CUS-000358,FILED_BY
CLM-004989,DEV-001332,USES_DEVICE
CLM-004990,CUS-002193,FILED_BY
CLM-004990,DEV-001993,USES_DEVICE
CLM-004990,REP-000555,REPAIRED_BY
CLM-004991,CUS-002072,FILED_BY
CLM-004991,DEV-002005,USES_DEVICE
CLM-004991,REP-000633,REPAIRED_BY
CLM-004992,CUS-002265,FILED_BY
CLM-004992,DEV-000093,USES_DEVICE
CLM-004993,CUS-002139,FILED_BY
CLM-004993,DEV-000642,USES_DEVICE
CLM-004994,CUS-000233,FILED_BY
CLM-004994,DEV-002675,USES_DEVICE
CLM-004994,REP-000361,REPAIRED_BY
CLM-004995,CUS-000232,FILED_BY
CLM-004995,DEV-000036,USES_DEVICE
CLM-004996,CUS-000605,FILED_BY
CLM-004996,DEV-001524,USES_DEVICE
CLM-004997,CUS-001080,FILED_BY
CLM-004997,DEV-001124,USES_DEVICE
CLM-004998,CUS-000518,FILED_BY
CLM-004998,DEV-002045,USES_DEVICE
CLM-004998,REP-000415,REPAIRED_BY
CLM-004999,CUS-001631,FILED_BY
CLM-004999,DEV-001649,USES_DEVICE
CLM-005000,CUS-001054,FILED_BY
CLM-005000,DEV-001530,USES_DEVICE
CLM-005001,CUS-002408,FILED_BY
CLM-005001,DEV-000130,USES_DEVICE
CLM-005002,CUS-000067,FILED_BY
CLM-005002,DEV-001324,USES_DEVICE
CLM-005003,CUS-001837,FILED_BY
CLM-005003,DEV-002487,USES_DEVICE
CLM-005003,REP-000431,REPAIRED_BY
CLM-005004,CUS-002781,FILED_BY
CLM-005004,DEV-001227,USES_DEVICE
CLM-005005,CUS-002796,FILED_BY
CLM-005005,DEV-000968,USES_DEVICE
CLM-005006,CUS-001271,FILED_BY
CLM-005006,DEV-001178,USES_DEVICE
CLM-005007,CUS-000249,FILED_BY
CLM-005007,DEV-001683,USES_DEVICE
CLM-005007,REP-000543,REPAIRED_BY
CLM-005008,CUS-001871,FILED_BY
CLM-005008,DEV-000237,USES_DEVICE
CLM-005008,REP-000161,REPAIRED_BY
CLM-005009,CUS-002075,FILED_BY
CLM-005009,DEV-002278,USES_DEVICE
CLM-005009,REP-000623,REPAIRED_BY
CLM-005010,CUS-001736,FILED_BY
CLM-005010,DEV-000941,USES_DEVICE
CLM-005010,REP-000074,REPAIRED_BY
CLM-005011,CUS-001412,FILED_BY
CLM-005011,DEV-000620,USES_DEVICE
CLM-005011,REP-000243,REPAIRED_BY
CLM-005012,CUS-000585,FILED_BY
CLM-005012,DEV-002663,USES_DEVICE
CLM-005013,CUS-001524,FILED_BY
CLM-005013,DEV-000326,USES_DEVICE
CLM-005013,REP-000585,REPAIRED_BY
CLM-005014,CUS-000067,FILED_BY
CLM-005014,DEV-001324,USES_DEVICE
CLM-005014,REP-000221,REPAIRED_BY
CLM-005015,CUS-000195,FILED_BY
CLM-005015,DEV-001745,USES_DEVICE
CLM-005016,CUS-001650,FILED_BY
CLM-005016,DEV-000932,USES_DEVICE
CLM-005016,REP-000411,REPAIRED_BY
CLM-005017,CUS-000944,FILED_BY
CLM-005017,DEV-001498,USES_DEVICE
CLM-005017,REP-000047,REPAIRED_BY
CLM-005018,CUS-001410,FILED_BY
CLM-005018,DEV-000894,USES_DEVICE
CLM-005019,CUS-000066,FILED_BY
CLM-005019,DEV-000289,USES_DEVICE
CLM-005019,REP-000567,REPAIRED_BY
CLM-005020,CUS-002797,FILED_BY
CLM-005020,DEV-002185,USES_DEVICE
CLM-005020,REP-000605,REPAIRED_BY
CLM-005021,CUS-000990,FILED_BY
CLM-005021,DEV-000991,USES_DEVICE
CLM-005021,REP-000125,REPAIRED_BY
CLM-005022,CUS-002476,FILED_BY
CLM-005022,DEV-002839,USES_DEVICE
CLM-005023,CUS-000621,FILED_BY
CLM-005023,DEV-001498,USES_DEVICE
CLM-005023,REP-000271,REPAIRED_BY
CLM-005024,CUS-001930,FILED_BY
CLM-005024,DEV-002173,USES_DEVICE
CLM-005025,CUS-001659,FILED_BY
CLM-005025,DEV-001230,USES_DEVICE
CLM-005026,CUS-000493,FILED_BY
CLM-005026,DEV-000456,USES_DEVICE
CLM-005026,REP-000329,REPAIRED_BY
CLM-005027,CUS-002104,FILED_BY
CLM-005027,DEV-001967,USES_DEVICE
CLM-005027,REP-000015,REPAIRED_BY
CLM-005028,CUS-001498,FILED_BY
CLM-005028,DEV-002837,USES_DEVICE
CLM-005028,REP-000025,REPAIRED_BY
CLM-005029,CUS-001270,FILED_BY
CLM-005029,DEV-000614,USES_DEVICE
CLM-005030,CUS-001989,FILED_BY
CLM-005030,DEV-000459,USES_DEVICE
CLM-005030,REP-000465,REPAIRED_BY
CLM-005031,CUS-001268,FILED_BY
CLM-005031,DEV-002239,USES_DEVICE
CLM-005032,CUS-002251,FILED_BY
CLM-005032,DEV-002053,USES_DEVICE
CLM-005032,REP-000072,REPAIRED_BY
CLM-005033,CUS-001285,FILED_BY
CLM-005033,DEV-000884,USES_DEVICE
CLM-005034,CUS-002794,FILED_BY
CLM-005034,DEV-001600,USES_DEVICE
CLM-005034,REP-000264,REPAIRED_BY
CLM-005035,CUS-000308,FILED_BY
CLM-005035,DEV-001703,USES_DEVICE
CLM-005036,CUS-002074,FILED_BY
CLM-005036,DEV-001533,USES_DEVICE
CLM-005036,REP-000192,REPAIRED_BY
CLM-005037,CUS-001288,FILED_BY
CLM-005037,DEV-001172,USES_DEVICE
CLM-005037,REP-000046,REPAIRED_BY
CLM-005038,CUS-002658,FILED_BY
CLM-005038,DEV-002173,USES_DEVICE
CLM-005038,REP-000412,REPAIRED_BY
CLM-005039,CUS-001887,FILED_BY
CLM-005039,DEV-002121,USES_DEVICE
CLM-005040,CUS-000759,FILED_BY
CLM-005040,DEV-002293,USES_DEVICE
CLM-005040,REP-000625,REPAIRED_BY
CLM-005041,CUS-002635,FILED_BY
CLM-005041,DEV-000122,USES_DEVICE
CLM-005042,CUS-002153,FILED_BY
CLM-005042,DEV-001911,USES_DEVICE
CLM-005043,CUS-002181,FILED_BY
CLM-005043,DEV-001694,USES_DEVICE
CLM-005043,REP-000108,REPAIRED_BY
CLM-005044,CUS-000371,FILED_BY
CLM-005044,DEV-001176,USES_DEVICE
CLM-005044,REP-000154,REPAIRED_BY
CLM-005045,CUS-001192,FILED_BY
CLM-005045,DEV-000309,USES_DEVICE
CLM-005045,REP-000075,REPAIRED_BY
CLM-005046,CUS-000444,FILED_BY
CLM-005046,DEV-001283,USES_DEVICE
CLM-005047,CUS-002021,FILED_BY
CLM-005047,DEV-000571,USES_DEVICE
CLM-005048,CUS-002014,FILED_BY
CLM-005048,DEV-000936,USES_DEVICE
CLM-005048,REP-000649,REPAIRED_BY
CLM-005049,CUS-002930,FILED_BY
CLM-005049,DEV-000742,USES_DEVICE
CLM-005049,REP-000038,REPAIRED_BY
CLM-005050,CUS-000667,FILED_BY
CLM-005050,DEV-001445,USES_DEVICE
CLM-005050,REP-000215,REPAIRED_BY
CLM-005051,CUS-002258,FILED_BY
CLM-005051,DEV-001333,USES_DEVICE
CLM-005051,REP-000195,REPAIRED_BY
CLM-005052,CUS-002605,FILED_BY
CLM-005052,DEV-002486,USES_DEVICE
CLM-005052,REP-000383,REPAIRED_BY
CLM-005053,CUS-000953,FILED_BY
CLM-005053,DEV-000647,USES_DEVICE
CLM-005053,REP-000170,REPAIRED_BY
CLM-005054,CUS-001628,FILED_BY
CLM-005054,DEV-001563,USES_DEVICE
CLM-005055,CUS-000307,FILED_BY
CLM-005055,DEV-000606,USES_DEVICE
CLM-005055,REP-000141,REPAIRED_BY
CLM-005056,CUS-001541,FILED_BY
CLM-005056,DEV-001856,USES_DEVICE
CLM-005057,CUS-001374,FILED_BY
CLM-005057,DEV-000426,USES_DEVICE
CLM-005058,CUS-002446,FILED_BY
CLM-005058,DEV-002298,USES_DEVICE
CLM-005058,REP-000221,REPAIRED_BY
CLM-005059,CUS-000981,FILED_BY
CLM-005059,DEV-000663,USES_DEVICE
CLM-005060,CUS-001245,FILED_BY
CLM-005060,DEV-000219,USES_DEVICE
CLM-005061,CUS-002410,FILED_BY
CLM-005061,DEV-001751,USES_DEVICE
CLM-005061,REP-000078,REPAIRED_BY
CLM-005062,CUS-002865,FILED_BY
CLM-005062,DEV-000430,USES_DEVICE
CLM-005063,CUS-000190,FILED_BY
CLM-005063,DEV-002556,USES_DEVICE
CLM-005064,CUS-002252,FILED_BY
CLM-005064,DEV-001296,USES_DEVICE
CLM-005065,CUS-001347,FILED_BY
CLM-005065,DEV-000577,USES_DEVICE
CLM-005065,REP-000359,REPAIRED_BY
CLM-005066,CUS-000899,FILED_BY
CLM-005066,DEV-001593,USES_DEVICE
CLM-005066,REP-000619,REPAIRED_BY
CLM-005067,CUS-000510,FILED_BY
CLM-005067,DEV-001276,USES_DEVICE
CLM-005068,CUS-002653,FILED_BY
CLM-005068,DEV-001598,USES_DEVICE
CLM-005068,REP-000376,REPAIRED_BY
CLM-005069,CUS-002825,FILED_BY
CLM-005069,DEV-000150,USES_DEVICE
CLM-005070,CUS-002209,FILED_BY
CLM-005070,DEV-000998,USES_DEVICE
CLM-005070,REP-000276,REPAIRED_BY
CLM-005071,CUS-001002,FILED_BY
CLM-005071,DEV-001694,USES_DEVICE
CLM-005071,REP-000265,REPAIRED_BY
CLM-005072,CUS-001635,FILED_BY
CLM-005072,DEV-002272,USES_DEVICE
CLM-005072,REP-000019,REPAIRED_BY
CLM-005073,CUS-002969,FILED_BY
CLM-005073,DEV-002959,USES_DEVICE
CLM-005074,CUS-001839,FILED_BY
CLM-005074,DEV-001705,USES_DEVICE
CLM-005075,CUS-002862,FILED_BY
CLM-005075,DEV-002793,USES_DEVICE
CLM-005076,CUS-000436,FILED_BY
CLM-005076,DEV-000272,USES_DEVICE
CLM-005077,CUS-000864,FILED_BY
CLM-005077,DEV-000115,USES_DEVICE
CLM-005077,REP-000648,REPAIRED_BY
CLM-005078,CUS-001651,FILED_BY
CLM-005078,DEV-001500,USES_DEVICE
CLM-005079,CUS-000555,FILED_BY
CLM-005079,DEV-000257,USES_DEVICE
CLM-005079,REP-000228,REPAIRED_BY
CLM-005080,CUS-002003,FILED_BY
CLM-005080,DEV-002165,USES_DEVICE
CLM-005080,REP-000673,REPAIRED_BY
CLM-005081,CUS-002397,FILED_BY
CLM-005081,DEV-002424,USES_DEVICE
CLM-005082,CUS-000746,FILED_BY
CLM-005082,DEV-002389,USES_DEVICE
CLM-005082,REP-000646,REPAIRED_BY
CLM-005083,CUS-002077,FILED_BY
CLM-005083,DEV-000720,USES_DEVICE
CLM-005083,REP-000585,REPAIRED_BY
CLM-005084,CUS-000521,FILED_BY
CLM-005084,DEV-001971,USES_DEVICE
CLM-005084,REP-000060,REPAIRED_BY
CLM-005085,CUS-002496,FILED_BY
CLM-005085,DEV-001006,USES_DEVICE
CLM-005085,REP-000057,REPAIRED_BY
CLM-005086,CUS-001699,FILED_BY
CLM-005086,DEV-000566,USES_DEVICE
CLM-005087,CUS-001084,FILED_BY
CLM-005087,DEV-001595,USES_DEVICE
CLM-005087,REP-000176,REPAIRED_BY
CLM-005088,CUS-001556,FILED_BY
CLM-005088,DEV-002748,USES_DEVICE
CLM-005088,REP-000155,REPAIRED_BY
CLM-005089,CUS-000372,FILED_BY
CLM-005089,DEV-000547,USES_DEVICE
CLM-005089,REP-000377,REPAIRED_BY
CLM-005090,CUS-002928,FILED_BY
CLM-005090,DEV-002176,USES_DEVICE
CLM-005090,REP-000021,REPAIRED_BY
CLM-005091,CUS-001949,FILED_BY
CLM-005091,DEV-002726,USES_DEVICE
CLM-005092,CUS-001352,FILED_BY
CLM-005092,DEV-002025,USES_DEVICE
CLM-005093,CUS-002062,FILED_BY
CLM-005093,DEV-001375,USES_DEVICE
CLM-005093,REP-000300,REPAIRED_BY
CLM-005094,CUS-000227,FILED_BY
CLM-005094,DEV-002707,USES_DEVICE
CLM-005095,CUS-000763,FILED_BY
CLM-005095,DEV-001205,USES_DEVICE
CLM-005096,CUS-001379,FILED_BY
CLM-005096,DEV-002949,USES_DEVICE
CLM-005096,REP-000536,REPAIRED_BY
CLM-005097,CUS-001719,FILED_BY
CLM-005097,DEV-000669,USES_DEVICE
CLM-005098,CUS-002730,FILED_BY
CLM-005098,DEV-001958,USES_DEVICE
CLM-005098,REP-000240,REPAIRED_BY
CLM-005099,CUS-000213,FILED_BY
CLM-005099,DEV-000262,USES_DEVICE
CLM-005099,REP-000311,REPAIRED_BY
CLM-005100,CUS-002236,FILED_BY
CLM-005100,DEV-001863,USES_DEVICE
CLM-005101,CUS-001396,FILED_BY
CLM-005101,DEV-002369,USES_DEVICE
CLM-005102,CUS-000508,FILED_BY
CLM-005102,DEV-001508,USES_DEVICE
CLM-005102,REP-000405,REPAIRED_BY
CLM-005103,CUS-001229,FILED_BY
CLM-005103,DEV-002907,USES_DEVICE
CLM-005104,CUS-001154,FILED_BY
CLM-005104,DEV-000737,USES_DEVICE
CLM-005104,REP-000135,REPAIRED_BY
CLM-005105,CUS-002552,FILED_BY
CLM-005105,DEV-002161,USES_DEVICE
CLM-005105,REP-000194,REPAIRED_BY
CLM-005106,CUS-001481,FILED_BY
CLM-005106,DEV-002829,USES_DEVICE
