id,node_type,claim_amount,claim_type,claim_date
CLM-005018,claim,24.43,theft,2023-08-29
CLM-005019,claim,163.88,software_issue,2024-01-12
CLM-005020,claim,600.59,battery_issue,2024-10-04
CLM-005021,claim,652.71,battery_issue,2023-08-16
CLM-005022,claim,237.2,water_damage,2024-04-11
CLM-005023,claim,278.63,water_damage,2024-06-29
CLM-005024,claim,162.75,battery_issue,2024-04-02
CLM-005025,claim,684.77,theft,2023-10-04
CLM-005026,claim,63.12,software_issue,2024-07-20
CLM-005027,claim,214.55,battery_issue,2024-07-11
CLM-005028,claim,104.67,theft,2023-11-29
CLM-005029,claim,40.17,screen_damage,2024-05-13
CLM-005030,claim,205.7,screen_damage,2024-04-23
CLM-005031,claim,53.29,screen_damage,2023-02-18
CLM-005032,claim,128.19,accidental_damage,2023-09-25
CLM-005033,claim,75.88,software_issue,2023-07-26
CLM-005034,claim,272.86,accidental_damage,2023-12-12
CLM-005035,claim,203.81,mechanical_failure,2023-03-14
CLM-005036,claim,304.13,battery_issue,2024-08-12
CLM-005037,claim,595.7,battery_issue,2023-11-06
CLM-005038,claim,84.5,screen_damage,2023-07-19
CLM-005039,claim,547.89,battery_issue,2024-04-16
CLM-005040,claim,73.93,water_damage,2024-01-17
CLM-005041,claim,189.93,mechanical_failure,2024-05-21
CLM-005042,claim,734.98,accidental_damage,2024-08-12
CLM-005043,claim,267.73,battery_issue,2023-12-16
CLM-005044,claim,174.93,water_damage,2024-11-06
CLM-005045,claim,150.82,accidental_damage,2024-11-30
CLM-005046,claim,404.13,water_damage,2024-07-15
CLM-005047,claim,117.96,software_issue,2023-01-24
CLM-005048,claim,173.2,theft,2023-02-14
CLM-005049,claim,272.9,screen_damage,2024-07-11
CLM-005050,claim,188.59,theft,2023-07-29
CLM-005051,claim,122.72,mechanical_failure,2024-02-14
CLM-005052,claim,444.79,mechanical_failure,2023-10-02
CLM-005053,claim,735.42,accidental_damage,2023-05-27
CLM-005054,claim,99.17,battery_issue,2023-12-15
CLM-005055,claim,290.23,theft,2023-10-08
CLM-005056,claim,119.11,water_damage,2023-02-25
CLM-005057,claim,174.55,mechanical_failure,2023-12-17
CLM-005058,claim,289.63,software_issue,2024-06-18
CLM-005059,claim,250.76,battery_issue,2023-01-24
CLM-005060,claim,254.39,theft,2023-05-04
CLM-005061,claim,59.61,water_damage,2023-11-22
CLM-005062,claim,989.86,screen_damage,2023-01-29
CLM-005063,claim,171.36,software_issue,2024-01-13
CLM-005064,claim,570.23,software_issue,2023-05-18
CLM-005065,claim,199.47,mechanical_failure,2023-07-02
CLM-005066,claim,664.66,theft,2024-11-27
CLM-005067,claim,77.54,theft,2023-02-04
CLM-005068,claim,87.33,battery_issue,2024-01-09
CLM-005069,claim,268.31,battery_issue,2023-10-28
CLM-005070,claim,137.35,water_damage,2023-01-30
CLM-005071,claim,149.71,water_damage,2023-01-20
CLM-005072,claim,190.82,theft,2023-12-18
CLM-005073,claim,460.49,accidental_damage,2024-02-12
CLM-005074,claim,155.46,screen_damage,2023-08-22
CLM-005075,claim,73.3,theft,2023-03-09
CLM-005076,claim,722.72,accidental_damage,2024-03-31
CLM-005077,claim,99.51,mechanical_failure,2024-11-30
CLM-005078,claim,146.05,theft,2024-02-08
CLM-005079,claim,151.03,battery_issue,2024-05-09
CLM-005080,claim,387.17,mechanical_failure,2023-01-09
CLM-005081,claim,910.56,mechanical_failure,2024-03-12
CLM-005082,claim,225.23,water_damage,2024-11-24
CLM-005083,claim,281.21,mechanical_failure,2023-01-30
CLM-005084,claim,336.46,water_damage,2023-09-23
CLM-005085,claim,72.79,battery_issue,2024-05-13
CLM-005086,claim,156.37,water_damage,2023-08-15
CLM-005087,claim,229.73,screen_damage,2024-09-22
CLM-005088,claim,767.06,screen_damage,2023-12-31
CLM-005089,claim,120.59,mechanical_failure,2023-01-23
CLM-005090,claim,168.6,mechanical_failure,2023-02-03
CLM-005091,claim,73.65,battery_issue,2024-11-10
CLM-005092,claim,65.25,mechanical_failure,2024-11-18
CLM-005093,claim,972.99,mechanical_failure,2024-09-02
CLM-005094,claim,225.81,software_issue,2024-06-03
CLM-005095,claim,110.88,mechanical_failure,2023-12-12
CLM-005096,claim,224.55,mechanical_failure,2023-04-05
CLM-005097,claim,449.22,battery_issue,2023-12-25
CLM-005098,claim,41.46,mechanical_failure,2024-05-22
CLM-005099,claim,154.69,screen_damage,2023-07-20
CLM-005100,claim,94.27,accidental_damage,2024-08-24
CLM-005101,claim,50.08,water_damage,2024-10-09
CLM-005102,claim,354.28,accidental_damage,2024-08-24
CLM-005103,claim,720.97,accidental_damage,2024-11-13
CLM-005104,claim,283.56,accidental_damage,2023-01-05
CLM-005105,claim,277.17,theft,2023-11-12
CLM-005106,claim,252.41,theft,2024-06-06
CLM-005107,claim,1137.93,screen_damage,2024-08-08
CLM-005108,claim,372.52,theft,2024-01-28
CLM-005109,claim,62.47,water_damage,2023-01-11
CLM-005110,claim,197.89,theft,2023-05-15
CLM-005111,claim,143.09,screen_damage,2024-05-22
CLM-005112,claim,290.11,theft,2024-05-05
CLM-005113,claim,627.28,battery_issue,2023-01-25
CLM-005114,claim,280.64,water_damage,2024-11-22
CLM-005115,claim,169.36,mechanical_failure,2023-12-29
CLM-005116,claim,227.47,software_issue,2023-10-14
CLM-005117,claim,104.23,water_damage,2024-08-29
CLM-005118,claim,934.74,software_issue,2023-11-26
CLM-005119,claim,348.23,screen_damage,2023-11-06
CLM-005120,claim,144.11,water_damage,2023-01-24
CLM-005121,claim,511.75,mechanical_failure,2023-12-28
CLM-005122,claim,187.19,theft,2024-11-24
CLM-005123,claim,590.65,screen_damage,2023-01-08
CLM-005124,claim,309.6,theft,2023-08-03
CLM-005125,claim,94.74,water_damage,2023-09-15
CLM-005126,claim,201.26,mechanical_failure,2024-05-30
CLM-005127,claim,239.69,battery_issue,2024-06-09
CLM-005128,claim,448.8,software_issue,2024-02-15
CLM-005129,claim,832.96,water_damage,2024-06-20
CLM-005130,claim,664.39,theft,2024-08-21
CLM-005131,claim,1809.91,water_damage,2024-10-20
CLM-005132,claim,622.25,screen_damage,2024-03-24
CLM-005133,claim,370.5,accidental_damage,2024-04-14
CLM-005134,claim,229.52,water_damage,2024-05-25
CLM-005135,claim,425.12,mechanical_failure,2023-05-13
CLM-005136,claim,517.82,mechanical_failure,2023-10-29
CLM-005137,claim,770.75,screen_damage,2024-05-12
CLM-005138,claim,269.02,screen_damage,2023-01-21
CLM-005139,claim,43.58,mechanical_failure,2024-10-07
CLM-005140,claim,78.72,screen_damage,2023-12-19
CLM-005141,claim,1390.74,theft,2024-10-05
CLM-005142,claim,320.67,accidental_damage,2023-04-24
CLM-005143,claim,421.1,screen_damage,2023-10-19
CLM-005144,claim,204.84,water_damage,2023-10-30
CLM-005145,claim,86.69,mechanical_failure,2024-03-29
CLM-005146,claim,698.88,battery_issue,2023-09-05
CLM-005147,claim,951.92,mechanical_failure,2024-10-08
CLM-005148,claim,246.81,accidental_damage,2024-05-25
CLM-005149,claim,141.74,water_damage,2023-12-19
CLM-005150,claim,135.98,battery_issue,2024-07-07
CLM-005151,claim,140.27,mechanical_failure,2024-06-23
CLM-005152,claim,364.01,mechanical_failure,2024-08-13
CLM-005153,claim,525.08,software_issue,2024-06-18
CLM-005154,claim,203.06,theft,2023-12-30
CLM-005155,claim,111.21,accidental_damage,2024-06-21
CLM-005156,claim,175.17,battery_issue,2024-03-21
CLM-005157,claim,54.21,theft,2024-03-12
CLM-005158,claim,245.75,mechanical_failure,2024-06-20
CLM-005159,claim,132.94,software_issue,2023-12-05
CLM-005160,claim,18.7,water_damage,2024-09-28
CLM-005161,claim,610.8,water_damage,2024-07-18
CLM-005162,claim,756.97,battery_issue,2024-05-09
CLM-005163,claim,928.2,mechanical_failure,2023-10-30
CLM-005164,claim,118.29,water_damage,2023-12-15
CLM-005165,claim,1198.46,screen_damage,2024-09-03
CLM-005166,claim,372.05,battery_issue,2023-03-04
CLM-005167,claim,715.95,accidental_damage,2023-07-26
CLM-005168,claim,86.07,water_damage,2023-09-24
CLM-005169,claim,316.1,accidental_damage,2024-09-04
CLM-005170,claim,70.26,software_issue,2024-10-07
CLM-005171,claim,138.86,water_damage,2023-03-11
CLM-005172,claim,704.64,software_issue,2024-05-16
CLM-005173,claim,777.73,screen_damage,2024-02-09
CLM-005174,claim,240.37,software_issue,2024-05-12
CLM-005175,claim,348.43,mechanical_failure,2023-07-26
CLM-005176,claim,169.42,software_issue,2024-04-01
CLM-005177,claim,180.22,accidental_damage,2024-06-20
CLM-005178,claim,151.62,mechanical_failure,2023-07-24
CLM-005179,claim,198.11,software_issue,2024-09-08
CLM-005180,claim,444.71,screen_damage,2023-04-29
CLM-005181,claim,120.42,theft,2023-11-26
CLM-005182,claim,368.34,battery_issue,2023-12-01
CLM-005183,claim,127.22,theft,2023-06-07
CLM-005184,claim,385.97,mechanical_failure,2024-07-21
CLM-005185,claim,179.14,water_damage,2023-01-09
CLM-005186,claim,70.05,battery_issue,2024-07-26
CLM-005187,claim,316.31,theft,2023-09-03
CLM-005188,claim,1629.38,screen_damage,2023-11-18
CLM-005189,claim,266.39,software_issue,2023-12-17
CLM-005190,claim,697.88,battery_issue,2024-11-27
CLM-005191,claim,152.32,theft,2023-04-28
CLM-005192,claim,105.43,battery_issue,2024-04-08
CLM-005193,claim,50.35,software_issue,2024-02-07
CLM-005194,claim,394.02,theft,2024-09-29
CLM-005195,claim,673.76,screen_damage,2023-03-21
CLM-005196,claim,54.64,battery_issue,2023-02-07
CLM-005197,claim,668.51,mechanical_failure,2024-10-18
CLM-005198,claim,403.06,theft,2024-04-21
CLM-005199,claim,130.11,water_damage,2024-07-30
CLM-005200,claim,379.92,accidental_damage,2023-07-25
CLM-005201,claim,183.93,screen_damage,2023-03-29
CLM-005202,claim,320.19,software_issue,2024-04-11
CLM-005203,claim,266.49,accidental_damage,2023-08-15
CLM-005204,claim,301.36,water_damage,2024-05-10
CLM-005205,claim,412.46,software_issue,2024-05-05
CLM-005206,claim,517.19,accidental_damage,2024-10-12
CLM-005207,claim,132.51,accidental_damage,2024-01-05
CLM-005208,claim,756.51,battery_issue,2024-06-12
CLM-005209,claim,280.73,water_damage,2024-05-01
CLM-005210,claim,602.3,water_damage,2023-12-22
CLM-005211,claim,117.72,mechanical_failure,2024-03-17
CLM-005212,claim,523.9,theft,2023-07-17
CLM-005213,claim,459.38,mechanical_failure,2023-11-09
CLM-005214,claim,272.75,mechanical_failure,2023-11-29
CLM-005215,claim,92.93,theft,2023-02-19
CLM-005216,claim,296.75,accidental_damage,2024-04-28
CLM-005217,claim,1616.76,software_issue,2024-01-25
CLM-005218,claim,165.86,software_issue,2023-07-30
CLM-005219,claim,223.54,mechanical_failure,2024-03-10
CLM-005220,claim,137.62,software_issue,2023-01-16
CLM-005221,claim,642.79,accidental_damage,2023-11-23
CLM-005222,claim,874.94,theft,2024-10-20
CLM-005223,claim,103.09,water_damage,2024-10-09
CLM-005224,claim,592.99,mechanical_failure,2024-05-12
CLM-005225,claim,56.89,theft,2023-11-28
CLM-005226,claim,199.65,screen_damage,2023-11-21
CLM-005227,claim,428.55,water_damage,2024-02-03
CLM-005228,claim,315.07,screen_damage,2023-11-03
CLM-005229,claim,1635.43,accidental_damage,2024-11-14
CLM-005230,claim,90.98,water_damage,2023-09-05
CLM-005231,claim,199.97,battery_issue,2024-07-27
CLM-005232,claim,79.24,software_issue,2023-07-27
CLM-005233,claim,46.69,accidental_damage,2023-01-02
CLM-005234,claim,136.01,mechanical_failure,2023-12-21
CLM-005235,claim,882.84,accidental_damage,2023-09-05
CLM-005236,claim,135.38,battery_issue,2023-05-11
CLM-005237,claim,80.32,screen_damage,2024-03-11
CLM-005238,claim,782.81,water_damage,2023-03-28
CLM-005239,claim,174.57,software_issue,2023-05-24
CLM-005240,claim,71.76,water_damage,2023-12-28
CLM-005241,claim,628.99,theft,2024-03-19
CLM-005242,claim,89.28,mechanical_failure,2024-02-07
CLM-005243,claim,295.21,accidental_damage,2023-08-19
CLM-005244,claim,136.83,mechanical_failure,2024-07-02
CLM-005245,claim,195.59,screen_damage,2023-02-04
CLM-005246,claim,187.71,mechanical_failure,2023-09-29
CLM-005247,claim,84.05,theft,2023-02-03
CLM-005248,claim,177.79,software_issue,2024-09-05
CLM-005249,claim,256.31,mechanical_failure,2024-10-12
CLM-005250,claim,130.07,screen_damage,2024-01-22
CLM-005251,claim,424.46,screen_damage,2023-10-06
CLM-005252,claim,896.84,software_issue,2023-08-10
CLM-005253,claim,776.66,battery_issue,2023-07-28
CLM-005254,claim,195.25,screen_damage,2023-09-07
CLM-005255,claim,141.2,mechanical_failure,2023-04-07
CLM-005256,claim,265.94,water_damage,2024-01-20
CLM-005257,claim,83.29,battery_issue,2024-11-13
CLM-005258,claim,96.79,mechanical_failure,2024-09-18
CLM-005259,claim,347.8,battery_issue,2024-03-18
CLM-005260,claim,437.12,battery_issue,2024-04-02
CLM-005261,claim,325.85,mechanical_failure,2024-05-24
CLM-005262,claim,417.13,screen_damage,2024-11-21
CLM-005263,claim,327.85,battery_issue,2023-07-27
CLM-005264,claim,294.06,software_issue,2023-09-06
CLM-005265,claim,470.49,water_damage,2023-02-04
CLM-005266,claim,101.8,battery_issue,2024-01-09
CLM-005267,claim,235.66,water_damage,2023-04-21
CLM-005268,claim,465.84,water_damage,2024-03-23
CLM-005269,claim,399.18,software_issue,2024-01-16
CLM-005270,claim,205.44,accidental_damage,2024-07-12
CLM-005271,claim,163.71,battery_issue,2023-12-30
CLM-005272,claim,121.9,mechanical_failure,2023-04-04
CLM-005273,claim,1656.9,theft,2023-11-22
CLM-005274,claim,142.74,water_damage,2024-04-26
CLM-005275,claim,607.86,theft,2023-01-05
CLM-005276,claim,310.61,battery_issue,2023-10-14
CLM-005277,claim,64.1,theft,2023-03-28
CLM-005278,claim,203.14,water_damage,2023-11-11
CLM-005279,claim,131.51,mechanical_failure,2023-12-06
CLM-005280,claim,157.35,mechanical_failure,2024-11-01
CLM-005281,claim,115.34,battery_issue,2023-01-05
CLM-005282,claim,61.21,water_damage,2024-03-02
CLM-005283,claim,486.21,battery_issue,2024-11-21
CLM-005284,claim,105.13,screen_damage,2023-03-07
CLM-005285,claim,278.38,water_damage,2023-01-07
CLM-005286,claim,28.19,water_damage,2023-05-18
CLM-005287,claim,349.42,mechanical_failure,2023-04-16
CLM-005288,claim,288.09,screen_damage,2024-02-03
CLM-005289,claim,101.51,theft,2023-04-09
CLM-005290,claim,126.28,mechanical_failure,2024-09-17
CLM-005291,claim,158.17,battery_issue,2023-06-28
CLM-005292,claim,837.08,software_issue,2023-11-21
CLM-005293,claim,130.73,water_damage,2023-07-14
CLM-005294,claim,151.33,battery_issue,2024-03-25
CLM-005295,claim,202.07,water_damage,2023-06-01
CLM-005296,claim,159.37,theft,2024-07-21
CLM-005297,claim,624.22,mechanical_failure,2024-05-22
CLM-005298,claim,89.94,accidental_damage,2024-07-12
CLM-005299,claim,277.84,theft,2023-10-24
CLM-005300,claim,264.03,accidental_damage,2023-09-11
CLM-005301,claim,149.9,software_issue,2024-06-17
CLM-005302,claim,175.99,battery_issue,2023-07-01
CLM-005303,claim,180.08,screen_damage,2023-09-13
CLM-005304,claim,64.63,software_issue,2023-06-08
CLM-005305,claim,1116.98,accidental_damage,2023-10-10
CLM-005306,claim,1097.56,screen_damage,2023-01-21
CLM-005307,claim,205.3,mechanical_failure,2024-10-09
CLM-005308,claim,251.52,water_damage,2023-11-26
CLM-005309,claim,240.51,accidental_damage,2023-08-07
CLM-005310,claim,260.57,water_damage,2024-03-21
CLM-005311,claim,254.29,screen_damage,2023-01-03
CLM-005312,claim,228.06,battery_issue,2023-07-01
CLM-005313,claim,262.73,battery_issue,2024-10-20
CLM-005314,claim,93.83,water_damage,2024-10-28
CLM-005315,claim,260.07,theft,2024-11-08
CLM-005316,claim,70.72,theft,2023-09-17
CLM-005317,claim,216.84,screen_damage,2023-04-14
CLM-005318,claim,342.52,mechanical_failure,2024-02-12
CLM-005319,claim,150.4,mechanical_failure,2024-02-12
CLM-005320,claim,242.18,mechanical_failure,2024-11-08
CLM-005321,claim,67.16,software_issue,2023-04-02
CLM-005322,claim,465.31,water_damage,2023-07-06
CLM-005323,claim,230.21,mechanical_failure,2023-11-01
CLM-005324,claim,187.12,theft,2023-12-07
CLM-005325,claim,323.13,software_issue,2024-10-26
CLM-005326,claim,1102.43,battery_issue,2024-07-28
CLM-005327,claim,44.68,software_issue,2024-02-19
CLM-005328,claim,60.99,battery_issue,2024-02-03
CLM-005329,claim,608.53,screen_damage,2024-09-18
CLM-005330,claim,374.02,software_issue,2023-02-27
CLM-005331,claim,193.48,water_damage,2024-02-19
CLM-005332,claim,269.08,battery_issue,2024-05-04
CLM-005333,claim,301.96,water_damage,2023-09-22
CLM-005334,claim,166.15,theft,2024-11-12
CLM-005335,claim,166.65,water_damage,2023-09-21
CLM-005336,claim,457.25,screen_damage,2024-03-27
CLM-005337,claim,322.64,water_damage,2024-09-23
CLM-005338,claim,61.78,theft,2023-05-13
CLM-005339,claim,61.93,software_issue,2023-06-22
CLM-005340,claim,275.82,software_issue,2023-04-23
CLM-005341,claim,126.45,mechanical_failure,2023-07-15
CLM-005342,claim,278.21,accidental_damage,2024-09-18
CLM-005343,claim,264.17,software_issue,2024-05-06
CLM-005344,claim,422.5,screen_damage,2024-11-27
CLM-005345,claim,270.41,mechanical_failure,2023-07-16
CLM-005346,claim,269.38,battery_issue,2023-06-27
CLM-005347,claim,276.59,screen_damage,2024-01-24
CLM-005348,claim,269.26,accidental_damage,2023-04-11
CLM-005349,claim,293.24,software_issue,2024-01-04
CLM-005350,claim,512.12,battery_issue,2024-10-07
CLM-005351,claim,528.95,accidental_damage,2023-10-17
CLM-005352,claim,73.67,battery_issue,2024-09-16
CLM-005353,claim,562.63,battery_issue,2024-01-25
CLM-005354,claim,718.77,battery_issue,2023-09-06
CLM-005355,claim,263.72,software_issue,2024-07-30
CLM-005356,claim,982.49,water_damage,2023-07-03
CLM-005357,claim,307.97,mechanical_failure,2024-02-08
CLM-005358,claim,284.67,screen_damage,2023-10-21
CLM-005359,claim,150.77,accidental_damage,2023-07-31
CLM-005360,claim,119.16,water_damage,2023-10-03
CLM-005361,claim,2248.93,mechanical_failure,2024-06-12
CLM-005362,claim,120.8,battery_issue,2023-08-18
CLM-005363,claim,309.83,mechanical_failure,2023-06-07
CLM-005364,claim,134.29,water_damage,2023-06-20
CLM-005365,claim,293.63,screen_damage,2023-12-10
CLM-005366,claim,666.64,accidental_damage,2023-06-11
CLM-005367,claim,266.96,water_damage,2023-12-23
CLM-005368,claim,140.45,mechanical_failure,2023-09-13
CLM-005369,claim,346.86,screen_damage,2024-11-11
CLM-005370,claim,333.11,theft,2024-05-10
CLM-005371,claim,454.26,software_issue,2024-03-20
CLM-005372,claim,174.03,mechanical_failure,2024-07-07
CLM-005373,claim,136.53,battery_issue,2024-02-16
CLM-005374,claim,127.65,software_issue,2023-08-25
CLM-005375,claim,62.74,screen_damage,2024-11-21
CLM-005376,claim,322.87,theft,2023-07-06
CLM-005377,claim,414.71,mechanical_failure,2024-03-07
CLM-005378,claim,66.34,theft,2023-12-10
CLM-005379,claim,130.61,battery_issue,2024-09-10
CLM-005380,claim,318.4,accidental_damage,2023-12-16
CLM-005381,claim,317.55,accidental_damage,2024-08-31
CLM-005382,claim,513.16,accidental_damage,2024-08-25
CLM-005383,claim,250.29,accidental_damage,2023-07-31
CLM-005384,claim,662.45,mechanical_failure,2023-06-25
CLM-005385,claim,264.52,water_damage,2023-05-21
CLM-005386,claim,183.22,battery_issue,2024-03-02
CLM-005387,claim,628.33,screen_damage,2024-07-10
CLM-005388,claim,248.78,battery_issue,2023-04-14
CLM-005389,claim,396.21,water_damage,2023-12-16
CLM-005390,claim,147.1,accidental_damage,2023-04-30
CLM-005391,claim,1190.89,mechanical_failure,2024-02-14
CLM-005392,claim,158.43,battery_issue,2023-06-25
CLM-005393,claim,184.75,water_damage,2023-04-02
CLM-005394,claim,127.97,accidental_damage,2024-04-25
CLM-005395,claim,164.02,accidental_damage,2024-04-14
CLM-005396,claim,422.44,water_damage,2024-11-20
CLM-005397,claim,809.17,software_issue,2024-07-10
CLM-005398,claim,748.75,theft,2024-03-09
CLM-005399,claim,2621.98,accidental_damage,2024-06-02
CLM-005400,claim,79.14,water_damage,2023-12-13
CLM-005401,claim,1169.04,battery_issue,2024-08-28
CLM-005402,claim,241.61,mechanical_failure,2024-01-08
CLM-005403,claim,242.43,theft,2024-06-25
CLM-005404,claim,135.04,accidental_damage,2024-08-05
CLM-005405,claim,199.62,water_damage,2023-01-06
CLM-005406,claim,153.02,mechanical_failure,2023-07-22
CLM-005407,claim,372.55,mechanical_failure,2024-09-27
CLM-005408,claim,149.42,battery_issue,2024-01-25
CLM-005409,claim,198.81,theft,2023-07-30
CLM-005410,claim,268.6,water_damage,2024-02-04
CLM-005411,claim,514.58,software_issue,2024-10-22
CLM-005412,claim,491.88,accidental_damage,2023-02-03
CLM-005413,claim,258.02,screen_damage,2024-04-27
CLM-005414,claim,116.68,theft,2023-07-20
CLM-005415,claim,193.47,screen_damage,2023-01-01
CLM-005416,claim,202.14,accidental_damage,2024-09-14
CLM-005417,claim,41.67,screen_damage,2024-09-01
CLM-005418,claim,698.81,water_damage,2024-03-06
CLM-005419,claim,106.96,theft,2023-10-26
CLM-005420,claim,94.49,theft,2023-09-01
CLM-005421,claim,143.19,software_issue,2024-01-14
CLM-005422,claim,31.63,accidental_damage,2023-11-03
CLM-005423,claim,280.92,theft,2023-06-07
CLM-005424,claim,455.28,theft,2024-02-25
CLM-005425,claim,1140.11,theft,2023-09-27
CLM-005426,claim,186.67,battery_issue,2023-10-14
CLM-005427,claim,134.75,battery_issue,2024-04-26
CLM-005428,claim,207.17,theft,2024-10-04
CLM-005429,claim,564.43,software_issue,2023-12-10
CLM-005430,claim,314.0,water_damage,2024-06-14
CLM-005431,claim,141.3,accidental_damage,2024-11-02
CLM-005432,claim,241.58,theft,2024-10-10
CLM-005433,claim,69.77,mechanical_failure,2024-01-01
CLM-005434,claim,305.35,mechanical_failure,2023-06-20
CLM-005435,claim,312.19,battery_issue,2023-12-21
CLM-005436,claim,154.59,theft,2024-07-11
CLM-005437,claim,377.03,screen_damage,2024-10-16
CLM-005438,claim,241.61,accidental_damage,2024-10-08
CLM-005439,claim,147.26,accidental_damage,2024-09-02
CLM-005440,claim,150.93,mechanical_failure,2023-04-17
CLM-005441,claim,715.52,mechanical_failure,2023-05-06
CLM-005442,claim,182.1,mechanical_failure,2024-01-22
CLM-005443,claim,208.42,accidental_damage,2024-08-07
CLM-005444,claim,330.99,water_damage,2024-08-29
CLM-005445,claim,290.95,screen_damage,2023-04-02
CLM-005446,claim,161.83,mechanical_failure,2024-07-18
CLM-005447,claim,202.65,theft,2024-11-09
CLM-005448,claim,844.81,screen_damage,2024-09-12
CLM-005449,claim,474.44,theft,2024-06-16
CLM-005450,claim,810.49,mechanical_failure,2023-02-06
CLM-005451,claim,276.65,accidental_damage,2023-10-18
CLM-005452,claim,107.63,accidental_damage,2023-05-02
CLM-005453,claim,216.65,water_damage,2024-11-06
CLM-005454,claim,127.53,mechanical_failure,2024-02-15
CLM-005455,claim,210.11,battery_issue,2023-09-18
CLM-005456,claim,356.19,water_damage,2024-10-28
CLM-005457,claim,159.15,software_issue,2023-09-05
CLM-005458,claim,115.98,theft,2024-07-22
CLM-005459,claim,46.17,water_damage,2023-06-06
CLM-005460,claim,108.23,battery_issue,2024-11-24
CLM-005461,claim,205.16,accidental_damage,2023-10-18
CLM-005462,claim,178.27,accidental_damage,2023-10-09
CLM-005463,claim,57.77,mechanical_failure,2023-05-31
CLM-005464,claim,336.53,battery_issue,2024-02-02
CLM-005465,claim,244.56,mechanical_failure,2023-04-04
CLM-005466,claim,172.67,screen_damage,2023-07-04
CLM-005467,claim,548.24,software_issue,2024-07-31
CLM-005468,claim,79.8,accidental_damage,2023-12-02
CLM-005469,claim,160.77,battery_issue,2024-04-28
CLM-005470,claim,384.77,mechanical_failure,2023-01-03
CLM-005471,claim,288.08,water_damage,2024-06-17
CLM-005472,claim,108.02,mechanical_failure,2024-07-26
CLM-005473,claim,708.33,water_damage,2023-05-23
CLM-005474,claim,381.74,screen_damage,2023-02-12
CLM-005475,claim,67.37,screen_damage,2023-08-13
CLM-005476,claim,130.61,software_issue,2023-01-08
CLM-005477,claim,327.97,accidental_damage,2023-01-15
CLM-005478,claim,92.24,software_issue,2024-06-10
CLM-005479,claim,102.52,water_damage,2024-01-05
CLM-005480,claim,124.06,theft,2023-08-09
CLM-005481,claim,1314.35,theft,2023-04-17
CLM-005482,claim,623.32,theft,2023-03-09
CLM-005483,claim,228.28,accidental_damage,2024-06-28
CLM-005484,claim,264.69,theft,2023-04-08
CLM-005485,claim,1543.88,theft,2023-09-09
CLM-005486,claim,541.12,water_damage,2023-11-10
CLM-005487,claim,132.81,battery_issue,2024-09-10
CLM-005488,claim,800.45,water_damage,2023-05-28
CLM-005489,claim,248.7,mechanical_failure,2023-04-05
CLM-005490,claim,142.79,battery_issue,2023-05-25
CLM-005491,claim,392.19,water_damage,2024-01-09
CLM-005492,claim,145.59,software_issue,2024-09-04
CLM-005493,claim,523.71,screen_damage,2024-03-11
CLM-005494,claim,235.31,water_damage,2023-06-25
CLM-005495,claim,75.49,software_issue,2024-01-21
CLM-005496,claim,108.43,accidental_damage,2024-11-30
CLM-005497,claim,356.67,theft,2024-06-30
CLM-005498,claim,746.92,battery_issue,2024-11-04
CLM-005499,claim,144.57,mechanical_failure,2023-05-12
CLM-005500,claim,45.76,screen_damage,2024-05-08
CLM-005501,claim,224.81,theft,2024-07-25
CLM-005502,claim,1004.39,mechanical_failure,2023-06-10
CLM-005503,claim,41.72,accidental_damage,2023-11-07
CLM-005504,claim,168.34,mechanical_failure,2024-07-08
CLM-005505,claim,233.69,water_damage,2024-04-20
CLM-005506,claim,435.84,water_damage,2024-08-21
CLM-005507,claim,707.72,theft,2023-08-27
CLM-005508,claim,257.64,water_damage,2023-05-20
CLM-005509,claim,123.6,battery_issue,2023-08-18
CLM-005510,claim,336.67,mechanical_failure,2023-02-23
CLM-005511,claim,1044.85,accidental_damage,2024-08-09
CLM-005512,claim,173.45,software_issue,2024-01-10
CLM-005513,claim,181.48,accidental_damage,2023-10-08
CLM-005514,claim,239.23,mechanical_failure,2024-10-06
CLM-005515,claim,2298.61,software_issue,2024-09-25
CLM-005516,claim,65.31,theft,2023-09-01
CLM-005517,claim,290.48,mechanical_failure,2023-03-31
CLM-005518,claim,269.76,software_issue,2024-02-06
CLM-005519,claim,484.61,mechanical_failure,2023-07-09
CLM-005520,claim,270.63,accidental_damage,2024-07-12
CLM-005521,claim,520.19,screen_damage,2024-02-20
CLM-005522,claim,133.14,water_damage,2024-11-23
CLM-005523,claim,116.94,water_damage,2024-05-27
CLM-005524,claim,271.63,accidental_damage,2023-12-23
CLM-005525,claim,248.68,theft,2023-10-25
CLM-005526,claim,195.79,accidental_damage,2024-06-07
CLM-005527,claim,214.62,mechanical_failure,2024-04-27
CLM-005528,claim,202.86,accidental_damage,2023-10-20
CLM-005529,claim,184.53,software_issue,2024-04-12
CLM-005530,claim,305.82,accidental_damage,2024-09-21
CLM-005531,claim,94.2,mechanical_failure,2023-02-17
CLM-005532,claim,456.94,mechanical_failure,2023-03-18
CLM-005533,claim,171.21,software_issue,2023-05-30
CLM-005534,claim,145.33,screen_damage,2023-03-23
CLM-005535,claim,193.49,software_issue,2023-10-03
CLM-005536,claim,71.77,screen_damage,2023-08-28
CLM-005537,claim,166.06,theft,2024-08-09
CLM-005538,claim,1247.59,accidental_damage,2023-12-05
