claim_id,node_degree,community_id,community_size,pagerank_score,n_shared_devices,n_shared_addresses,n_shared_shops,n_shared_payments
CLM-003536,2,78,272,5.042743905529336e-05,2,0,0,0
CLM-003537,3,22,165,5.630745374231933e-05,4,0,4,0
CLM-003538,3,84,191,7.137262698347476e-05,1,0,8,0
CLM-003539,2,122,299,4.3150506362862067e-05,5,0,0,0
CLM-003540,2,28,254,4.062131965167041e-05,4,0,0,0
CLM-003541,2,3,130,4.8778317249274586e-05,3,0,0,0
CLM-003542,2,150,122,4.3065317535028696e-05,6,0,0,0
CLM-003543,3,136,199,6.390287559035739e-05,2,0,7,0
CLM-003544,2,43,117,4.351680080508939e-05,2,0,0,0
CLM-003545,2,57,193,5.591979554132865e-05,1,0,0,0
CLM-003546,3,110,151,6.267114754855701e-05,1,0,7,0
CLM-003547,2,19,261,4.273413358881912e-05,8,0,0,0
CLM-003548,3,1,187,6.1003171827899435e-05,5,0,5,0
CLM-003549,2,96,149,4.602149491715906e-05,2,0,0,0
CLM-003550,2,37,170,6.131372935846802e-05,0,0,0,0
CLM-003551,2,120,173,4.6695637767348955e-05,4,0,0,0
CLM-003552,2,148,222,4.126723263390244e-05,5,0,0,0
CLM-003553,3,75,184,6.534720597062392e-05,0,0,5,0
CLM-003554,3,5,184,5.880983099222141e-05,8,0,4,0
CLM-003555,3,22,165,5.789065160937501e-05,4,0,9,0
CLM-003556,2,70,239,5.68495114401295e-05,0,0,0,0
CLM-003557,2,102,256,4.1694092092733014e-05,8,0,0,0
CLM-003558,2,99,204,4.228957579622769e-05,9,0,0,0
CLM-003559,3,88,244,6.356096316257608e-05,1,0,5,0
CLM-003560,3,20,224,5.810554469422967e-05,6,0,7,0
CLM-003561,2,142,134,5.175559097793927e-05,3,0,0,0
CLM-003562,3,50,142,5.794693608722898e-05,4,0,6,0
CLM-003563,2,20,224,4.5007814820066804e-05,1,0,0,0
CLM-003564,3,45,190,6.179966858744666e-05,4,0,6,0
CLM-003565,3,46,231,7.292591827294915e-05,0,0,8,0
CLM-003566,2,112,172,6.397800563943861e-05,0,0,0,0
CLM-003567,3,54,156,6.269422033747853e-05,2,0,4,0
CLM-003568,3,82,262,5.5156779376371415e-05,10,0,7,0
CLM-003569,3,21,196,6.777028921892811e-05,1,0,2,0
CLM-003570,3,42,157,6.354529322649567e-05,1,0,4,0
CLM-003571,3,110,151,6.698057528429741e-05,0,0,3,0
CLM-003572,3,67,251,5.550413664300336e-05,6,0,13,0
CLM-003573,3,21,196,6.007062303690564e-05,3,0,5,0
CLM-003574,2,120,173,4.705099830621369e-05,7,0,0,0
CLM-003575,2,146,202,4.712911132311443e-05,2,0,0,0
CLM-003576,3,86,230,6.081994336388973e-05,4,0,1,0
CLM-003577,2,33,252,4.92641558636268e-05,1,0,0,0
CLM-003578,2,24,168,5.3707221353202355e-05,0,0,0,0
CLM-003579,2,119,83,4.438422479444757e-05,3,0,0,0
CLM-003580,3,67,251,5.792856099005304e-05,6,0,10,0
CLM-003581,3,37,170,6.31410278692462e-05,2,0,9,0
CLM-003582,2,8,77,5.043290783926469e-05,1,0,0,0
CLM-003583,3,25,266,6.323236123635464e-05,2,0,9,0
CLM-003584,3,5,184,6.312212684370638e-05,2,0,7,0
CLM-003585,3,19,261,5.657751525964722e-05,8,0,8,0
CLM-003586,2,81,211,4.3558923918645724e-05,4,0,0,0
CLM-003587,2,57,193,4.577304510431164e-05,1,0,0,0
CLM-003588,3,20,224,5.9514520148521626e-05,1,0,5,0
CLM-003589,3,25,266,5.694030140053667e-05,6,0,7,0
CLM-003590,2,6,344,4.1256843692710346e-05,9,0,0,0
CLM-003591,3,128,197,6.00953638051643e-05,2,0,4,0
CLM-003592,2,29,129,4.231170093503665e-05,5,0,0,0
CLM-003593,3,124,145,5.867043280135364e-05,4,0,9,0
CLM-003594,3,17,185,5.474794436686663e-05,5,0,9,0
CLM-003595,2,103,178,4.037425692512728e-05,10,0,0,0
CLM-003596,2,88,244,5.418852875962167e-05,0,0,0,0
CLM-003597,3,102,256,5.438760400579824e-05,7,0,11,0
CLM-003598,2,75,184,4.529995598213548e-05,3,0,0,0
CLM-003599,3,14,186,5.3885279507860836e-05,6,0,8,0
CLM-003600,3,17,185,6.113310135630583e-05,1,0,6,0
CLM-003601,2,39,253,4.259717639968393e-05,8,0,0,0
CLM-003602,2,22,165,4.024362578965267e-05,6,0,0,0
CLM-003603,3,25,266,6.215915236111371e-05,1,0,5,0
CLM-003604,3,16,208,5.770186180100075e-05,8,0,4,0
CLM-003605,2,12,118,4.32337333964434e-05,4,0,0,0
CLM-003606,2,25,266,5.140328292517946e-05,1,0,0,0
CLM-003607,3,50,142,6.570977526851302e-05,2,0,6,0
CLM-003608,3,17,185,6.14390455340938e-05,2,0,3,0
CLM-003609,3,14,186,5.4369825039280446e-05,5,0,10,0
CLM-003610,3,19,261,6.521477153150604e-05,3,0,4,0
CLM-003611,3,120,173,5.728848175084229e-05,7,0,6,0
CLM-003612,3,40,252,5.609016086867201e-05,7,0,4,0
CLM-003613,3,128,197,6.036730488341699e-05,2,0,9,0
CLM-003614,3,84,191,5.742431163043832e-05,5,0,5,0
CLM-003615,2,19,261,5.721979869680948e-05,1,0,0,0
CLM-003616,2,67,251,6.570930444423044e-05,0,0,0,0
CLM-003617,3,128,197,6.67437699151891e-05,1,0,5,0
CLM-003618,3,131,61,5.779869863178175e-05,2,0,6,0
CLM-003619,3,39,253,5.492522506448615e-05,8,0,8,0
CLM-003620,3,11,82,5.69193103833421e-05,5,0,9,0
CLM-003621,3,80,306,5.7680190355440276e-05,7,0,4,0
CLM-003622,2,70,239,4.61633670113393e-05,3,0,0,0
CLM-003623,2,150,122,6.309728961969408e-05,1,0,0,0
CLM-003624,3,28,254,5.707634196358112e-05,4,0,3,0
CLM-003625,3,29,129,6.272677975038257e-05,2,0,4,0
CLM-003626,3,45,190,6.202028609567366e-05,1,0,4,0
CLM-003627,2,122,299,4.931661661920338e-05,4,0,0,0
CLM-003628,2,80,306,5.184210745664181e-05,2,0,0,0
CLM-003629,3,39,253,5.501758184814946e-05,3,0,6,0
CLM-003630,2,25,266,4.293197084257714e-05,6,0,0,0
CLM-003631,3,8,77,6.798288806035303e-05,1,0,3,0
CLM-003632,3,124,145,6.213292231289487e-05,1,0,6,0
CLM-003633,3,19,261,5.8664053198595146e-05,3,0,11,0
CLM-003634,3,75,184,6.897605129376074e-05,0,0,5,0
CLM-003635,2,24,168,4.233352797686596e-05,5,0,0,0
CLM-003636,3,72,241,6.054698490395623e-05,7,0,3,0
CLM-003637,3,120,173,6.133614359420067e-05,7,0,5,0
CLM-003638,3,84,191,6.688181897556671e-05,1,0,5,0
CLM-003639,3,81,211,5.7986482212155524e-05,8,0,5,0
CLM-003640,3,14,186,5.5631014442722486e-05,6,0,7,0
CLM-003641,2,113,112,4.457601223508103e-05,5,0,0,0
CLM-003642,3,45,190,5.4883834488058864e-05,4,0,9,0
CLM-003643,2,97,185,5.369722382930789e-05,2,0,0,0
CLM-003644,3,16,208,6.084159637142039e-05,3,0,2,0
CLM-003645,3,120,173,5.9418273239605874e-05,4,0,8,0
CLM-003646,2,82,262,6.863008392737084e-05,0,0,0,0
CLM-003647,3,133,244,6.14241238379809e-05,4,0,1,0
CLM-003648,3,39,253,5.941392172934802e-05,8,0,10,0
CLM-003649,2,112,172,4.5432551837169135e-05,2,0,0,0
CLM-003650,3,112,172,5.702017367770496e-05,12,0,4,0
CLM-003651,3,103,178,5.641542879188793e-05,10,0,4,0
CLM-003652,2,2,86,4.724522680819923e-05,2,0,0,0
CLM-003653,2,120,173,4.170985499027697e-05,3,0,0,0
CLM-003654,3,33,252,5.678715397817628e-05,5,0,8,0
CLM-003655,2,122,299,4.972739077340169e-05,4,0,0,0
CLM-003656,2,86,230,4.556220608144227e-05,5,0,0,0
CLM-003657,2,123,185,5.408846943382509e-05,0,0,0,0
CLM-003658,3,87,114,5.742743977506925e-05,8,0,3,0
CLM-003659,3,17,185,5.784973535623742e-05,2,0,9,0
CLM-003660,2,60,185,4.4365265779122675e-05,3,0,0,0
CLM-003661,3,19,261,5.893269377306405e-05,8,0,6,0
CLM-003662,3,12,118,5.847329524689071e-05,4,0,4,0
CLM-003663,2,6,344,4.658193747537713e-05,1,0,0,0
CLM-003664,3,22,165,5.840566558057437e-05,7,0,3,0
CLM-003665,3,14,186,6.228419684739804e-05,2,0,3,0
CLM-003666,2,147,6,6.231403261615587e-05,1,0,0,0
CLM-003667,3,119,83,6.188686702023421e-05,6,0,1,0
CLM-003668,2,81,211,4.864237309897695e-05,1,0,0,0
CLM-003669,2,39,253,5.856993640250156e-05,0,0,0,0
CLM-003670,2,122,299,4.259094055419545e-05,3,0,0,0
CLM-003671,2,64,151,5.577261476479682e-05,1,0,0,0
CLM-003672,3,77,134,6.084910077347293e-05,2,0,5,0
CLM-003673,2,111,213,4.707744584201445e-05,1,0,0,0
CLM-003674,3,39,253,6.246994022752895e-05,1,0,7,0
CLM-003675,3,70,239,5.986954643442938e-05,1,0,8,0
CLM-003676,3,81,211,6.116831117649631e-05,3,0,5,0
CLM-003677,3,142,134,5.622009437670281e-05,7,0,9,0
CLM-003678,2,7,228,4.5238705118452494e-05,6,0,0,0
CLM-003679,3,72,241,5.615787091313286e-05,5,0,6,0
CLM-003680,2,160,6,6.231403261615587e-05,1,0,0,0
CLM-003681,2,16,208,6.220465076105034e-05,0,0,0,0
CLM-003682,2,19,261,4.4897733947932006e-05,2,0,0,0
CLM-003683,3,99,204,6.465684112132099e-05,3,0,6,0
CLM-003684,3,146,202,5.7306675531397297e-05,3,0,4,0
CLM-003685,2,65,160,4.7999651982445936e-05,2,0,0,0
CLM-003686,3,50,142,5.588921665347033e-05,3,0,6,0
CLM-003687,3,135,141,6.218143402138649e-05,6,0,3,0
CLM-003688,2,71,210,5.070781210308363e-05,3,0,0,0
CLM-003689,3,72,241,6.102813526795719e-05,3,0,11,0
CLM-003690,2,153,6,6.231403261615587e-05,1,0,0,0
CLM-003691,2,40,252,4.072458828858997e-05,6,0,0,0
CLM-003692,3,11,82,5.95363729922169e-05,5,0,6,0
CLM-003693,2,146,202,6.019361217735027e-05,0,0,0,0
CLM-003694,2,19,261,4.419811271911621e-05,2,0,0,0
CLM-003695,2,148,222,4.542158924617754e-05,2,0,0,0
CLM-003696,2,67,251,4.487300699851858e-05,2,0,0,0
CLM-003697,3,68,161,5.805151983341542e-05,4,0,5,0
CLM-003698,2,72,241,4.1318015597470865e-05,5,0,0,0
CLM-003699,3,96,149,5.543747594702816e-05,7,0,9,0
CLM-003700,3,102,256,6.187395551119298e-05,4,0,5,0
CLM-003701,2,68,161,4.261635392864755e-05,4,0,0,0
CLM-003702,2,54,156,4.2035980349934377e-05,9,0,0,0
CLM-003703,3,122,299,5.6532310566680385e-05,5,0,5,0
CLM-003704,3,7,228,5.4047482951927466e-05,4,0,6,0
CLM-003705,2,148,222,3.9219775781441127e-05,12,0,0,0
CLM-003706,3,117,108,6.063344302398603e-05,3,0,2,0
CLM-003707,2,94,78,5.0069557630996755e-05,1,0,0,0
CLM-003708,3,5,184,5.6156926021061605e-05,10,0,5,0
CLM-003709,2,17,185,4.2296292378351e-05,7,0,0,0
CLM-003710,2,22,165,4.713872995523037e-05,3,0,0,0
CLM-003711,3,11,82,7.34994440673319e-05,1,0,3,0
CLM-003712,2,16,208,4.212110277737082e-05,5,0,0,0
CLM-003713,3,71,210,6.381060317062827e-05,3,0,8,0
CLM-003714,2,131,61,4.4873453322790414e-05,2,0,0,0
CLM-003715,2,39,253,4.2963043794260165e-05,3,0,0,0
CLM-003716,3,72,241,5.603553315961514e-05,3,0,5,0
CLM-003717,3,45,190,6.138512093095718e-05,1,0,5,0
CLM-003718,2,71,210,4.3617530284643764e-05,5,0,0,0
CLM-003719,3,80,306,6.235750651349903e-05,3,0,5,0
CLM-003720,3,128,197,5.907711342507302e-05,2,0,13,0
CLM-003721,2,3,130,5.188233160590137e-05,0,0,0,0
CLM-003722,3,128,197,6.220402387066296e-05,5,0,4,0
CLM-003723,3,133,244,6.204717427887896e-05,2,0,4,0
CLM-003724,2,39,253,4.054925482114472e-05,7,0,0,0
CLM-003725,3,120,173,6.315071620982985e-05,4,0,4,0
CLM-003726,2,57,193,5.1323312624247666e-05,3,0,0,0
CLM-003727,3,5,184,6.181791904268391e-05,5,0,2,0
CLM-003728,2,16,208,4.8714240307935594e-05,3,0,0,0
CLM-003729,2,82,262,4.0494235758012066e-05,7,0,0,0
CLM-003730,2,57,193,5.022041512415763e-05,1,0,0,0
CLM-003731,3,64,151,7.156660439301155e-05,1,0,7,0
CLM-003732,3,87,114,5.691144025633445e-05,2,0,6,0
CLM-003733,3,80,306,5.819712565778294e-05,1,0,10,0
CLM-003734,2,6,344,5.07477430666375e-05,2,0,0,0
CLM-003735,3,103,178,6.245985970437408e-05,4,0,5,0
CLM-003736,2,122,299,4.0154168406214465e-05,11,0,0,0
CLM-003737,3,39,253,5.770114911139418e-05,8,0,6,0
CLM-003738,3,61,56,5.670267896550554e-05,5,0,6,0
CLM-003739,3,133,244,6.262709182082047e-05,4,0,9,0
CLM-003740,3,25,266,6.0317089188448055e-05,1,0,3,0
CLM-003741,2,128,197,5.5323111498160475e-05,1,0,0,0
CLM-003742,3,124,145,6.204332104636323e-05,4,0,5,0
CLM-003743,3,110,151,5.955896349466577e-05,8,0,8,0
CLM-003744,2,39,253,4.4493528697297126e-05,6,0,0,0
CLM-003745,3,123,185,5.876221258547389e-05,3,0,8,0
CLM-003746,2,138,126,5.646784744289541e-05,0,0,0,0
CLM-003747,2,31,151,4.1680911834952204e-05,8,0,0,0
CLM-003748,3,33,252,5.713436729926924e-05,5,0,9,0
CLM-003749,3,133,244,5.960610762325391e-05,3,0,8,0
CLM-003750,2,21,196,4.2270701878390294e-05,5,0,0,0
CLM-003751,2,33,252,4.1502076588109766e-05,5,0,0,0
CLM-003752,3,23,168,6.537470790125575e-05,2,0,10,0
CLM-003753,3,81,211,5.812062719534028e-05,2,0,6,0
CLM-003754,3,112,172,5.8167684166192145e-05,12,0,8,0
CLM-003755,2,5,184,5.0991881544865494e-05,3,0,0,0
CLM-003756,2,29,129,4.261584723640008e-05,6,0,0,0
CLM-003757,2,87,114,4.27414021842906e-05,4,0,0,0
CLM-003758,3,113,112,6.17508734019387e-05,5,0,5,0
CLM-003759,2,131,61,4.5843143726039115e-05,2,0,0,0
CLM-003760,3,50,142,6.646410046533823e-05,1,0,1,0
CLM-003761,3,80,306,6.122546939456733e-05,1,0,6,0
CLM-003762,2,150,122,4.240745762681972e-05,2,0,0,0
CLM-003763,2,113,112,4.5567480635262824e-05,5,0,0,0
CLM-003764,2,131,61,6.694977882741219e-05,0,0,0,0
CLM-003765,3,65,160,6.857138386579339e-05,1,0,3,0
CLM-003766,3,52,65,5.918732821518855e-05,4,0,5,0
CLM-003767,3,5,184,5.886503311649993e-05,2,0,5,0
CLM-003768,3,122,299,5.888968914505013e-05,2,0,5,0
CLM-003769,2,57,193,5.400524170089788e-05,2,0,0,0
CLM-003770,3,21,196,5.9059578360433464e-05,7,0,7,0
CLM-003771,2,1,187,4.980013670766201e-05,2,0,0,0
CLM-003772,3,11,82,6.313369682482082e-05,3,0,6,0
CLM-003773,2,90,201,4.582204153295966e-05,4,0,0,0
CLM-003774,3,77,134,5.6436495453134655e-05,4,0,10,0
CLM-003775,2,37,170,5.036146515602406e-05,1,0,0,0
CLM-003776,2,6,344,4.6472036968374784e-05,2,0,0,0
CLM-003777,3,70,239,6.485645409766496e-05,6,0,5,0
CLM-003778,2,88,244,4.3645176403466805e-05,2,0,0,0
CLM-003779,3,150,122,7.511142470993041e-05,0,0,8,0
CLM-003780,3,67,251,6.133650124675108e-05,2,0,5,0
CLM-003781,2,5,184,4.062295734188911e-05,5,0,0,0
CLM-003782,2,72,241,4.1318015597470865e-05,5,0,0,0
CLM-003783,3,118,113,5.933623985623932e-05,2,0,5,0
CLM-003784,2,25,266,4.6958651298084976e-05,2,0,0,0
CLM-003785,2,14,186,4.471778830041307e-05,4,0,0,0
CLM-003786,3,88,244,6.454939811172805e-05,2,0,6,0
CLM-003787,2,122,299,4.3228814125538225e-05,2,0,0,0
CLM-003788,3,8,77,6.086758087601596e-05,1,0,8,0
CLM-003789,3,142,134,6.110065446182013e-05,7,0,4,0
CLM-003790,3,4,171,5.863447347076172e-05,1,0,9,0
CLM-003791,2,77,134,4.459509683866105e-05,2,0,0,0
CLM-003792,3,25,266,7.328110036376548e-05,0,0,8,0
CLM-003793,2,161,5,7.834125474411441e-05,0,0,0,0
CLM-003794,3,133,244,5.750598673316721e-05,7,0,9,0
CLM-003795,3,82,262,5.7779187966018174e-05,5,0,5,0
CLM-003796,3,113,112,5.757763745805564e-05,4,0,8,0
CLM-003797,2,135,141,4.252551172209485e-05,3,0,0,0
CLM-003798,3,150,122,5.965685055588767e-05,2,0,9,0
CLM-003799,3,72,241,5.7976446937466076e-05,6,0,2,0
CLM-003800,3,138,126,5.6199415249177866e-05,3,0,8,0
CLM-003801,3,20,224,7.078994413486361e-05,1,0,2,0
CLM-003802,3,3,130,5.60618913886265e-05,4,0,5,0
CLM-003803,2,2,86,4.741502878109578e-05,3,0,0,0
CLM-003804,2,81,211,5.341464091779867e-05,1,0,0,0
CLM-003805,2,14,186,4.780911097127359e-05,3,0,0,0
CLM-003806,2,43,117,4.613898380254781e-05,1,0,0,0
CLM-003807,3,96,149,5.498450494775443e-05,7,0,8,0
CLM-003808,2,24,168,4.0904285491510586e-05,4,0,0,0
CLM-003809,3,138,126,6.546479848343144e-05,1,0,8,0
CLM-003810,2,24,168,4.955366778301705e-05,6,0,0,0
CLM-003811,2,28,254,4.305437955862849e-05,5,0,0,0
CLM-003812,3,17,185,5.9001417211538713e-05,2,0,4,0
CLM-003813,3,142,134,5.609655631968204e-05,8,0,9,0
CLM-003814,2,122,299,4.361598928281142e-05,4,0,0,0
CLM-003815,2,6,344,4.137030161411524e-05,5,0,0,0
CLM-003816,2,24,168,4.423457732791778e-05,3,0,0,0
CLM-003817,3,45,190,6.045868666555253e-05,3,0,5,0
CLM-003818,2,7,228,4.832885049746975e-05,1,0,0,0
CLM-003819,2,113,112,4.5567480635262824e-05,5,0,0,0
CLM-003820,3,103,178,5.811362347569902e-05,4,0,6,0
CLM-003821,2,37,170,4.718511203938907e-05,1,0,0,0
CLM-003822,3,19,261,6.03117896247003e-05,2,0,7,0
CLM-003823,3,57,193,5.7282479531214424e-05,4,0,3,0
CLM-003824,3,17,185,6.182908138277799e-05,7,0,3,0
CLM-003825,3,60,185,6.249325354983138e-05,6,0,3,0
CLM-003826,3,14,186,6.07722101788651e-05,2,0,7,0
CLM-003827,2,142,134,4.346068176434014e-05,3,0,0,0
CLM-003828,3,123,185,5.753882785705387e-05,2,0,7,0
CLM-003829,3,94,78,5.73034991026478e-05,8,0,9,0
CLM-003830,2,110,151,4.570780858136657e-05,4,0,0,0
CLM-003831,3,133,244,6.058065404114805e-05,1,0,6,0
CLM-003832,3,45,190,5.549437767788419e-05,9,0,6,0
CLM-003833,2,78,272,3.9529423887265356e-05,11,0,0,0
CLM-003834,3,131,61,5.718247726509924e-05,5,0,6,0
CLM-003835,3,31,151,5.810725034572111e-05,7,0,5,0
CLM-003836,3,133,244,6.117564728933957e-05,3,0,6,0
CLM-003837,3,31,151,6.222907654554748e-05,4,0,4,0
CLM-003838,3,78,272,6.25420496049404e-05,1,0,6,0
CLM-003839,2,52,65,4.335594876452189e-05,4,0,0,0
CLM-003840,3,45,190,5.851006821792935e-05,2,0,5,0
CLM-003841,2,60,185,5.850261229987235e-05,0,0,0,0
CLM-003842,3,122,299,5.8743298120467945e-05,5,0,4,0
CLM-003843,3,139,96,5.9242978305211445e-05,3,0,7,0
CLM-003844,3,46,231,5.9694676326750566e-05,2,0,7,0
CLM-003845,3,117,108,6.342838540996084e-05,9,0,3,0
CLM-003846,2,88,244,4.218107543676565e-05,7,0,0,0
CLM-003847,3,56,91,5.547513774388524e-05,3,0,12,0
CLM-003848,2,8,77,4.8083523898644926e-05,3,0,0,0
CLM-003849,3,46,231,7.188664303393054e-05,1,0,3,0
CLM-003850,3,75,184,6.411908528002893e-05,1,0,2,0
CLM-003851,3,135,141,6.118825460621434e-05,3,0,6,0
CLM-003852,3,14,186,6.985095998016374e-05,1,0,3,0
CLM-003853,2,97,185,4.835042937541383e-05,3,0,0,0
CLM-003854,3,29,129,5.584080149890392e-05,8,0,8,0
CLM-003855,2,46,231,4.791414126718111e-05,2,0,0,0
CLM-003856,3,122,299,6.11424056314934e-05,4,0,4,0
CLM-003857,3,71,210,6.530143748176176e-05,3,0,3,0
CLM-003858,3,146,202,6.888004851313527e-05,1,0,6,0
CLM-003859,3,68,161,5.802071134197071e-05,3,0,6,0
CLM-003860,2,136,199,4.654491704239188e-05,3,0,0,0
CLM-003861,3,97,185,6.25732382083493e-05,3,0,2,0
CLM-003862,3,124,145,5.645714739940461e-05,14,0,2,0
CLM-003863,3,28,254,5.7535086842672956e-05,2,0,6,0
CLM-003864,2,6,344,4.4194718409248524e-05,9,0,0,0
CLM-003865,3,81,211,6.231435593087749e-05,1,0,7,0
CLM-003866,2,43,117,4.6500962804247704e-05,5,0,0,0
CLM-003867,3,87,114,5.7297823272820925e-05,3,0,7,0
CLM-003868,2,129,10,5.951635131847544e-05,2,0,0,0
CLM-003869,3,19,261,5.769304870445227e-05,3,0,7,0
CLM-003870,3,72,241,6.011765403294808e-05,4,0,9,0
CLM-003871,3,107,161,5.8868680618316575e-05,6,0,6,0
CLM-003872,3,6,344,6.0187010260937924e-05,3,0,4,0
CLM-003873,2,94,78,5.2566559102838e-05,1,0,0,0
CLM-003874,3,19,261,5.8741159399209495e-05,3,0,10,0
CLM-003875,3,86,230,6.516799922665179e-05,2,0,11,0
CLM-003876,3,14,186,5.499119378675702e-05,5,0,6,0
CLM-003877,3,133,244,6.004806841600161e-05,2,0,6,0
CLM-003878,3,107,161,6.807240038670595e-05,1,0,4,0
CLM-003879,2,133,244,4.620491375341585e-05,2,0,0,0
CLM-003880,2,4,171,4.6834413309221746e-05,2,0,0,0
CLM-003881,3,67,251,5.292016449210972e-05,5,0,7,0
CLM-003882,3,21,196,6.31813254843381e-05,1,0,10,0
CLM-003883,3,28,254,6.006399713889395e-05,3,0,6,0
CLM-003884,2,68,161,4.435811705675801e-05,3,0,0,0
CLM-003885,3,40,252,5.5168517630443626e-05,5,0,10,0
CLM-003886,3,113,112,5.7577277193607275e-05,1,0,9,0
CLM-003887,3,5,184,5.436845734364049e-05,10,0,4,0
CLM-003888,2,113,112,6.871002598706559e-05,0,0,0,0
CLM-003889,3,20,224,5.909651726852809e-05,2,0,4,0
CLM-003890,3,16,208,5.941985708870048e-05,10,0,3,0
CLM-003891,2,102,256,4.8391715206147694e-05,1,0,0,0
CLM-003892,2,160,6,6.231403261615587e-05,1,0,0,0
CLM-003893,3,64,151,7.380474134175136e-05,0,0,1,0
CLM-003894,3,120,173,6.565705434753217e-05,0,0,7,0
CLM-003895,3,12,118,6.155322018760103e-05,2,0,7,0
CLM-003896,3,117,108,5.489174488734164e-05,9,0,6,0
CLM-003897,3,23,168,6.138994415201099e-05,4,0,9,0
CLM-003898,2,21,196,5.2349801555334046e-05,1,0,0,0
CLM-003899,2,97,185,6.530609865391165e-05,0,0,0,0
CLM-003900,3,7,228,7.195919175907237e-05,0,0,2,0
CLM-003901,3,37,170,6.281855396505424e-05,1,0,10,0
CLM-003902,3,14,186,5.731070758486887e-05,3,0,4,0
CLM-003903,3,133,244,5.805760720365197e-05,9,0,3,0
CLM-003904,3,31,151,7.21173020647154e-05,2,0,4,0
CLM-003905,2,4,171,4.850588944425521e-05,2,0,0,0
CLM-003906,2,21,196,5.504161404886976e-05,1,0,0,0
CLM-003907,3,54,156,7.022877068657709e-05,1,0,2,0
CLM-003908,3,31,151,6.455185098780911e-05,1,0,6,0
CLM-003909,3,70,239,5.934897665550391e-05,2,0,6,0
CLM-003910,3,146,202,5.6856008857862434e-05,4,0,7,0
CLM-003911,3,19,261,6.09329672715087e-05,10,0,3,0
CLM-003912,3,28,254,5.6372022641127954e-05,8,0,6,0
CLM-003913,3,24,168,6.059990102872528e-05,3,0,3,0
CLM-003914,2,122,299,4.085513408041768e-05,5,0,0,0
CLM-003915,3,6,344,6.597899099383106e-05,0,0,6,0
CLM-003916,2,16,208,3.9999387808798774e-05,9,0,0,0
CLM-003917,3,22,165,5.5934587717419826e-05,3,0,9,0
CLM-003918,3,33,252,5.86121670015427e-05,5,0,6,0
CLM-003919,3,46,231,5.851133571243691e-05,2,0,4,0
CLM-003920,2,139,96,4.717340038408032e-05,4,0,0,0
CLM-003921,3,88,244,5.673157739080231e-05,2,0,4,0
CLM-003922,3,46,231,5.7586342011108474e-05,7,0,4,0
CLM-003923,3,7,228,5.542308537520588e-05,6,0,9,0
CLM-003924,3,37,170,5.7197664909330585e-05,6,0,7,0
CLM-003925,3,33,252,6.000920770268332e-05,7,0,7,0
CLM-003926,3,102,256,5.971116753048707e-05,2,0,6,0
CLM-003927,3,39,253,5.784132833119728e-05,8,0,5,0
CLM-003928,2,117,108,4.6827200241410615e-05,2,0,0,0
CLM-003929,3,14,186,6.147843721972563e-05,7,0,6,0
CLM-003930,2,71,210,5.156934538616475e-05,1,0,0,0
CLM-003931,3,4,171,5.494880648788442e-05,9,0,9,0
CLM-003932,3,117,108,5.726433849133529e-05,4,0,6,0
CLM-003933,2,1,187,4.3395549082212105e-05,4,0,0,0
CLM-003934,3,146,202,5.924680833358921e-05,3,0,8,0
CLM-003935,3,102,256,5.70989698962357e-05,8,0,4,0
CLM-003936,2,22,165,5.200776615815536e-05,1,0,0,0
CLM-003937,2,39,253,4.139246604550076e-05,8,0,0,0
CLM-003938,3,71,210,6.165332972498443e-05,3,0,4,0
CLM-003939,3,81,211,5.821635795356603e-05,8,0,8,0
CLM-003940,3,23,168,6.32207674493975e-05,4,0,3,0
CLM-003941,2,86,230,4.45625564673011e-05,1,0,0,0
CLM-003942,3,80,306,5.521235256799197e-05,5,0,5,0
CLM-003943,2,135,141,4.236662325093036e-05,4,0,0,0
CLM-003944,3,46,231,5.636496520263188e-05,8,0,7,0
CLM-003945,2,12,118,4.954298349734686e-05,1,0,0,0
CLM-003946,3,24,168,5.7700628751692766e-05,1,0,7,0
CLM-003947,3,111,213,6.391893461256545e-05,3,0,9,0
CLM-003948,2,96,149,4.3869443086260766e-05,2,0,0,0
CLM-003949,3,52,65,5.611040249848111e-05,4,0,11,0
CLM-003950,3,110,151,5.641035815143933e-05,4,0,5,0
CLM-003951,3,103,178,6.660099557511069e-05,1,0,7,0
CLM-003952,3,102,256,6.125849780036704e-05,4,0,10,0
CLM-003953,3,67,251,6.679632609908991e-05,1,0,7,0
CLM-003954,3,112,172,6.436481616021027e-05,1,0,4,0
CLM-003955,3,82,262,6.125833582560273e-05,4,0,9,0
CLM-003956,2,99,204,3.972188833780217e-05,9,0,0,0
CLM-003957,3,96,149,5.375212493651694e-05,7,0,9,0
CLM-003958,3,54,156,6.113768087764765e-05,2,0,9,0
CLM-003959,2,78,272,4.1545915350868605e-05,9,0,0,0
CLM-003960,2,112,172,4.5133971459619565e-05,12,0,0,0
CLM-003961,3,22,165,6.109843225944012e-05,5,0,7,0
CLM-003962,2,148,222,3.9219775781441127e-05,12,0,0,0
CLM-003963,2,70,239,5.460062168852861e-05,1,0,0,0
CLM-003964,3,24,168,5.589048984086734e-05,5,0,5,0
CLM-003965,2,16,208,4.212110277737082e-05,5,0,0,0
CLM-003966,3,6,344,5.9386796026212906e-05,1,0,5,0
CLM-003967,2,29,129,4.102858196966275e-05,5,0,0,0
