risk_level,risk_score,recommendation,ml_probability,anomaly_score,graph_risk_indicator,multimodal_inconsistency,top_risk_factors,shap_values,claim_id
LOW,0.0,APPROVE,0.0,0.4415,False,False,"['claim_amount: ↓ legitimate (0.682)', 'claim_frequency: ↓ legitimate (0.319)', 'device_age_days: ↑ fraud (0.182)', 'n_shared_shops: ↑ fraud (0.180)', 'amount_vs_device_price: ↓ legitimate (0.167)']","{'claim_amount': -0.6818, 'claim_frequency': -0.3187, 'device_age_days': 0.1815, 'n_shared_shops': 0.1804, 'amount_vs_device_price': -0.1675}",CLM-004389
LOW,0.0001,APPROVE,0.0001,0.4181,False,False,"['claim_amount: ↓ legitimate (0.754)', 'n_shared_shops: ↑ fraud (0.227)', 'premium_amount: ↑ fraud (0.184)', 'amount_vs_device_price: ↓ legitimate (0.172)', 'community_size: ↑ fraud (0.148)']","{'claim_amount': -0.7536, 'n_shared_shops': 0.2273, 'premium_amount': 0.1837, 'amount_vs_device_price': -0.1721, 'community_size': 0.1478}",CLM-004390
LOW,0.0014,APPROVE,0.0014,0.4568,False,False,"['claim_amount: ↑ fraud (2.404)', 'amount_vs_avg: ↑ fraud (1.459)', 'coverage_utilization: ↓ legitimate (0.463)', 'device_age_days: ↓ legitimate (0.410)', 'claim_frequency: ↑ fraud (0.293)']","{'claim_amount': 2.4039, 'amount_vs_avg': 1.4589, 'coverage_utilization': -0.4627, 'device_age_days': -0.4101, 'claim_frequency': 0.2928}",CLM-004391
LOW,0.0,APPROVE,0.0,0.4725,False,False,"['claim_amount: ↓ legitimate (0.545)', 'n_shared_shops: ↓ legitimate (0.284)', 'claim_frequency: ↓ legitimate (0.279)', 'community_size: ↓ legitimate (0.234)', 'amount_vs_device_price: ↓ legitimate (0.142)']","{'claim_amount': -0.5448, 'n_shared_shops': -0.2842, 'claim_frequency': -0.2793, 'community_size': -0.2335, 'amount_vs_device_price': -0.1423}",CLM-004392
LOW,0.0,APPROVE,0.0,0.4532,False,False,"['claim_amount: ↓ legitimate (0.653)', 'claim_frequency: ↓ legitimate (0.317)', 'days_since_policy_start: ↑ fraud (0.198)', 'amount_vs_device_price: ↓ legitimate (0.177)', 'device_age_days: ↓ legitimate (0.138)']","{'claim_amount': -0.6527, 'claim_frequency': -0.3171, 'days_since_policy_start': 0.1977, 'amount_vs_device_price': -0.1773, 'device_age_days': -0.1381}",CLM-004393
LOW,0.0,APPROVE,0.0,0.4331,False,False,"['claim_amount: ↓ legitimate (0.541)', 'n_shared_shops: ↓ legitimate (0.389)', 'pagerank_score: ↓ legitimate (0.224)', 'community_size: ↓ legitimate (0.209)', 'premium_amount: ↑ fraud (0.204)']","{'claim_amount': -0.5414, 'n_shared_shops': -0.389, 'pagerank_score': -0.224, 'community_size': -0.2093, 'premium_amount': 0.2035}",CLM-004394
LOW,0.0,APPROVE,0.0,0.4239,False,False,"['claim_amount: ↓ legitimate (0.625)', 'coverage_utilization: ↓ legitimate (0.360)', 'claim_frequency: ↓ legitimate (0.291)', 'amount_vs_device_price: ↓ legitimate (0.159)', 'community_size: ↓ legitimate (0.144)']","{'claim_amount': -0.6252, 'coverage_utilization': -0.3597, 'claim_frequency': -0.2909, 'amount_vs_device_price': -0.1588, 'community_size': -0.1437}",CLM-004395
LOW,0.0001,APPROVE,0.0001,0.3865,False,False,"['coverage_utilization: ↓ legitimate (0.382)', 'days_since_policy_start: ↓ legitimate (0.220)', 'amount_vs_device_price: ↓ legitimate (0.215)', 'pagerank_score: ↑ fraud (0.205)', 'premium_amount: ↓ legitimate (0.175)']","{'coverage_utilization': -0.3823, 'days_since_policy_start': -0.2203, 'amount_vs_device_price': -0.2149, 'pagerank_score': 0.2047, 'premium_amount': -0.1755}",CLM-004396
LOW,0.0,APPROVE,0.0,0.4374,False,False,"['claim_amount: ↓ legitimate (0.670)', 'amount_vs_device_price: ↓ legitimate (0.197)', 'days_since_policy_start: ↓ legitimate (0.159)', 'coverage_utilization: ↑ fraud (0.150)', 'premium_amount: ↓ legitimate (0.127)']","{'claim_amount': -0.6703, 'amount_vs_device_price': -0.1972, 'days_since_policy_start': -0.1593, 'coverage_utilization': 0.1503, 'premium_amount': -0.1274}",CLM-004397
LOW,0.0,APPROVE,0.0,0.4263,False,False,"['claim_amount: ↓ legitimate (0.520)', 'n_shared_shops: ↓ legitimate (0.307)', 'community_size: ↓ legitimate (0.232)', 'claim_frequency: ↓ legitimate (0.217)', 'pagerank_score: ↓ legitimate (0.202)']","{'claim_amount': -0.5196, 'n_shared_shops': -0.3066, 'community_size': -0.2319, 'claim_frequency': -0.2169, 'pagerank_score': -0.2016}",CLM-004398
LOW,0.0002,APPROVE,0.0002,0.4872,False,False,"['amount_vs_device_price: ↑ fraud (1.228)', 'n_shared_shops: ↓ legitimate (0.446)', 'pagerank_score: ↓ legitimate (0.364)', 'premium_amount: ↑ fraud (0.282)', 'claim_frequency: ↓ legitimate (0.219)']","{'amount_vs_device_price': 1.228, 'n_shared_shops': -0.4458, 'pagerank_score': -0.364, 'premium_amount': 0.282, 'claim_frequency': -0.2189}",CLM-004399
LOW,0.0,APPROVE,0.0,0.4694,False,False,"['claim_amount: ↓ legitimate (0.711)', 'n_shared_shops: ↓ legitimate (0.454)', 'claim_frequency: ↑ fraud (0.385)', 'device_age_days: ↓ legitimate (0.363)', 'premium_amount: ↑ fraud (0.229)']","{'claim_amount': -0.711, 'n_shared_shops': -0.4538, 'claim_frequency': 0.3852, 'device_age_days': -0.3626, 'premium_amount': 0.2286}",CLM-004400
LOW,0.0,APPROVE,0.0,0.4007,False,False,"['claim_amount: ↓ legitimate (0.661)', 'coverage_utilization: ↓ legitimate (0.415)', 'amount_vs_device_price: ↓ legitimate (0.220)', 'days_since_policy_start: ↑ fraud (0.220)', 'device_age_days: ↓ legitimate (0.220)']","{'claim_amount': -0.6609, 'coverage_utilization': -0.4147, 'amount_vs_device_price': -0.2204, 'days_since_policy_start': 0.22, 'device_age_days': -0.2198}",CLM-004401
LOW,0.0,APPROVE,0.0,0.4201,False,False,"['claim_amount: ↓ legitimate (0.692)', 'device_age_days: ↓ legitimate (0.366)', 'amount_vs_avg: ↑ fraud (0.313)', 'n_shared_shops: ↑ fraud (0.222)', 'amount_vs_device_price: ↓ legitimate (0.215)']","{'claim_amount': -0.6921, 'device_age_days': -0.3657, 'amount_vs_avg': 0.3132, 'n_shared_shops': 0.2221, 'amount_vs_device_price': -0.2155}",CLM-004402
LOW,0.0,APPROVE,0.0,0.438,False,False,"['claim_amount: ↓ legitimate (0.712)', 'claim_frequency: ↓ legitimate (0.327)', 'device_age_days: ↓ legitimate (0.316)', 'days_since_policy_start: ↑ fraud (0.177)', 'amount_vs_device_price: ↓ legitimate (0.160)']","{'claim_amount': -0.7124, 'claim_frequency': -0.3265, 'device_age_days': -0.3164, 'days_since_policy_start': 0.1773, 'amount_vs_device_price': -0.1604}",CLM-004403
LOW,0.0,APPROVE,0.0,0.4382,False,False,"['claim_amount: ↓ legitimate (0.628)', 'n_shared_shops: ↓ legitimate (0.393)', 'coverage_utilization: ↓ legitimate (0.364)', 'amount_vs_device_price: ↓ legitimate (0.173)', 'pagerank_score: ↓ legitimate (0.137)']","{'claim_amount': -0.6279, 'n_shared_shops': -0.3931, 'coverage_utilization': -0.3639, 'amount_vs_device_price': -0.1726, 'pagerank_score': -0.1375}",CLM-004404
LOW,0.0001,APPROVE,0.0001,0.4522,False,False,"['claim_amount: ↓ legitimate (0.720)', 'device_age_days: ↑ fraud (0.375)', 'days_since_policy_start: ↑ fraud (0.321)', 'community_size: ↓ legitimate (0.219)', 'amount_vs_device_price: ↓ legitimate (0.178)']","{'claim_amount': -0.7197, 'device_age_days': 0.3755, 'days_since_policy_start': 0.3206, 'community_size': -0.2187, 'amount_vs_device_price': -0.1783}",CLM-004405
LOW,0.0,APPROVE,0.0,0.4403,False,False,"['claim_amount: ↓ legitimate (0.666)', 'community_size: ↓ legitimate (0.192)', 'amount_vs_device_price: ↓ legitimate (0.167)', 'n_shared_shops: ↓ legitimate (0.126)', 'pagerank_score: ↑ fraud (0.122)']","{'claim_amount': -0.6665, 'community_size': -0.1916, 'amount_vs_device_price': -0.1668, 'n_shared_shops': -0.1264, 'pagerank_score': 0.1219}",CLM-004406
LOW,0.0001,APPROVE,0.0001,0.4414,False,False,"['community_size: ↑ fraud (0.849)', 'claim_amount: ↓ legitimate (0.467)', 'amount_vs_device_price: ↓ legitimate (0.316)', 'n_shared_shops: ↓ legitimate (0.307)', 'device_age_days: ↑ fraud (0.246)']","{'community_size': 0.8488, 'claim_amount': -0.4675, 'amount_vs_device_price': -0.3158, 'n_shared_shops': -0.3068, 'device_age_days': 0.2465}",CLM-004407
LOW,0.0,APPROVE,0.0,0.4226,False,False,"['claim_amount: ↓ legitimate (0.509)', 'n_shared_shops: ↓ legitimate (0.361)', 'community_size: ↓ legitimate (0.235)', 'amount_vs_device_price: ↓ legitimate (0.177)', 'premium_amount: ↑ fraud (0.167)']","{'claim_amount': -0.5089, 'n_shared_shops': -0.3609, 'community_size': -0.2349, 'amount_vs_device_price': -0.1768, 'premium_amount': 0.1665}",CLM-004408
LOW,0.0008,APPROVE,0.0008,0.4284,False,False,"['amount_vs_avg: ↑ fraud (1.695)', 'community_size: ↑ fraud (0.466)', 'coverage_utilization: ↓ legitimate (0.453)', 'premium_amount: ↓ legitimate (0.161)', 'amount_vs_device_price: ↓ legitimate (0.154)']","{'amount_vs_avg': 1.6951, 'community_size': 0.4659, 'coverage_utilization': -0.4525, 'premium_amount': -0.1608, 'amount_vs_device_price': -0.1538}",CLM-004409
LOW,0.0001,APPROVE,0.0001,0.4673,False,False,"['claim_amount: ↓ legitimate (0.828)', 'claim_frequency: ↑ fraud (0.475)', 'pagerank_score: ↑ fraud (0.298)', 'premium_amount: ↑ fraud (0.280)', 'amount_vs_device_price: ↓ legitimate (0.276)']","{'claim_amount': -0.8284, 'claim_frequency': 0.4752, 'pagerank_score': 0.2979, 'premium_amount': 0.2803, 'amount_vs_device_price': -0.2763}",CLM-004410
LOW,0.0001,APPROVE,0.0001,0.4087,False,False,"['claim_amount: ↓ legitimate (0.867)', 'claim_frequency: ↑ fraud (0.563)', 'amount_vs_device_price: ↓ legitimate (0.249)', 'premium_amount: ↑ fraud (0.238)', 'community_size: ↓ legitimate (0.188)']","{'claim_amount': -0.8666, 'claim_frequency': 0.5625, 'amount_vs_device_price': -0.2488, 'premium_amount': 0.2379, 'community_size': -0.1884}",CLM-004411
LOW,0.0001,APPROVE,0.0001,0.4287,False,False,"['claim_amount: ↓ legitimate (0.662)', 'claim_frequency: ↓ legitimate (0.320)', 'device_age_days: ↑ fraud (0.248)', 'days_since_policy_start: ↑ fraud (0.214)', 'pagerank_score: ↓ legitimate (0.177)']","{'claim_amount': -0.6622, 'claim_frequency': -0.3199, 'device_age_days': 0.2479, 'days_since_policy_start': 0.2137, 'pagerank_score': -0.1771}",CLM-004412
LOW,0.0,APPROVE,0.0,0.401,False,False,"['claim_amount: ↓ legitimate (0.781)', 'device_age_days: ↑ fraud (0.253)', 'amount_vs_device_price: ↓ legitimate (0.210)', 'days_since_policy_start: ↓ legitimate (0.159)', 'claim_frequency: ↓ legitimate (0.120)']","{'claim_amount': -0.7814, 'device_age_days': 0.2531, 'amount_vs_device_price': -0.2102, 'days_since_policy_start': -0.1589, 'claim_frequency': -0.1201}",CLM-004413
LOW,0.0,APPROVE,0.0,0.4405,False,False,"['claim_amount: ↓ legitimate (0.567)', 'n_shared_shops: ↓ legitimate (0.300)', 'device_age_days: ↓ legitimate (0.204)', 'days_since_policy_start: ↓ legitimate (0.156)', 'pagerank_score: ↓ legitimate (0.151)']","{'claim_amount': -0.5666, 'n_shared_shops': -0.2995, 'device_age_days': -0.2043, 'days_since_policy_start': -0.156, 'pagerank_score': -0.1505}",CLM-004414
LOW,0.0,APPROVE,0.0,0.4173,False,False,"['claim_amount: ↓ legitimate (0.597)', 'n_shared_shops: ↓ legitimate (0.326)', 'pagerank_score: ↓ legitimate (0.218)', 'amount_vs_device_price: ↓ legitimate (0.152)', 'claim_frequency: ↓ legitimate (0.125)']","{'claim_amount': -0.5966, 'n_shared_shops': -0.3265, 'pagerank_score': -0.2183, 'amount_vs_device_price': -0.1518, 'claim_frequency': -0.1249}",CLM-004415
LOW,0.0619,APPROVE,0.0619,0.4881,False,False,"['claim_amount: ↑ fraud (2.933)', 'amount_vs_device_price: ↑ fraud (1.265)', 'n_shared_shops: ↑ fraud (0.812)', 'amount_vs_avg: ↑ fraud (0.593)', 'coverage_utilization: ↑ fraud (0.440)']","{'claim_amount': 2.9333, 'amount_vs_device_price': 1.2655, 'n_shared_shops': 0.812, 'amount_vs_avg': 0.5931, 'coverage_utilization': 0.4405}",CLM-004416
LOW,0.0005,APPROVE,0.0005,0.4755,False,False,"['amount_vs_device_price: ↑ fraud (1.261)', 'amount_vs_avg: ↑ fraud (0.737)', 'n_shared_shops: ↓ legitimate (0.374)', 'device_age_days: ↑ fraud (0.359)', 'pagerank_score: ↓ legitimate (0.260)']","{'amount_vs_device_price': 1.2606, 'amount_vs_avg': 0.737, 'n_shared_shops': -0.3743, 'device_age_days': 0.3587, 'pagerank_score': -0.2604}",CLM-004417
LOW,0.0,APPROVE,0.0,0.3874,False,False,"['claim_amount: ↓ legitimate (0.785)', 'device_age_days: ↓ legitimate (0.322)', 'amount_vs_device_price: ↓ legitimate (0.194)', 'days_since_policy_start: ↓ legitimate (0.178)', 'policy_type_encoded: ↓ legitimate (0.132)']","{'claim_amount': -0.7848, 'device_age_days': -0.3222, 'amount_vs_device_price': -0.1942, 'days_since_policy_start': -0.1782, 'policy_type_encoded': -0.1322}",CLM-004418
LOW,0.0,APPROVE,0.0,0.4243,False,False,"['claim_amount: ↓ legitimate (0.692)', 'claim_frequency: ↓ legitimate (0.337)', 'amount_vs_device_price: ↓ legitimate (0.217)', 'n_shared_shops: ↑ fraud (0.170)', 'community_size: ↓ legitimate (0.169)']","{'claim_amount': -0.692, 'claim_frequency': -0.3366, 'amount_vs_device_price': -0.2167, 'n_shared_shops': 0.1702, 'community_size': -0.169}",CLM-004419
LOW,0.0028,APPROVE,0.0028,0.4007,False,False,"['claim_frequency: ↑ fraud (0.951)', 'amount_vs_device_price: ↑ fraud (0.609)', 'premium_amount: ↑ fraud (0.593)', 'pagerank_score: ↑ fraud (0.519)', 'amount_vs_avg: ↑ fraud (0.487)']","{'claim_frequency': 0.9515, 'amount_vs_device_price': 0.6091, 'premium_amount': 0.5934, 'pagerank_score': 0.5187, 'amount_vs_avg': 0.4873}",CLM-004420
LOW,0.0009,APPROVE,0.0009,0.4864,False,False,"['claim_amount: ↑ fraud (2.139)', 'n_shared_shops: ↓ legitimate (1.250)', 'amount_vs_avg: ↑ fraud (0.929)', 'community_size: ↑ fraud (0.602)', 'pagerank_score: ↓ legitimate (0.521)']","{'claim_amount': 2.1385, 'n_shared_shops': -1.2498, 'amount_vs_avg': 0.9285, 'community_size': 0.6021, 'pagerank_score': -0.5211}",CLM-004421
LOW,0.0,APPROVE,0.0,0.4373,False,False,"['claim_amount: ↓ legitimate (0.713)', 'pagerank_score: ↑ fraud (0.419)', 'community_size: ↓ legitimate (0.261)', 'amount_vs_device_price: ↓ legitimate (0.158)', 'device_age_days: ↑ fraud (0.142)']","{'claim_amount': -0.7135, 'pagerank_score': 0.4186, 'community_size': -0.2607, 'amount_vs_device_price': -0.1576, 'device_age_days': 0.1415}",CLM-004422
LOW,0.0,APPROVE,0.0,0.437,False,False,"['claim_amount: ↓ legitimate (0.565)', 'n_shared_shops: ↓ legitimate (0.384)', 'coverage_utilization: ↓ legitimate (0.375)', 'claim_frequency: ↓ legitimate (0.213)', 'device_age_days: ↑ fraud (0.197)']","{'claim_amount': -0.5647, 'n_shared_shops': -0.3843, 'coverage_utilization': -0.3751, 'claim_frequency': -0.2126, 'device_age_days': 0.197}",CLM-004423
LOW,0.0,APPROVE,0.0,0.4681,False,False,"['claim_amount: ↓ legitimate (0.581)', 'n_shared_shops: ↓ legitimate (0.318)', 'claim_frequency: ↓ legitimate (0.245)', 'device_age_days: ↑ fraud (0.191)', 'amount_vs_device_price: ↓ legitimate (0.167)']","{'claim_amount': -0.5814, 'n_shared_shops': -0.3176, 'claim_frequency': -0.2448, 'device_age_days': 0.191, 'amount_vs_device_price': -0.1672}",CLM-004424
LOW,0.0001,APPROVE,0.0001,0.4267,False,False,"['amount_vs_avg: ↑ fraud (0.602)', 'claim_amount: ↓ legitimate (0.530)', 'n_shared_shops: ↓ legitimate (0.320)', 'claim_frequency: ↓ legitimate (0.284)', 'device_age_days: ↑ fraud (0.270)']","{'amount_vs_avg': 0.6019, 'claim_amount': -0.5299, 'n_shared_shops': -0.3205, 'claim_frequency': -0.2838, 'device_age_days': 0.2698}",CLM-004425
LOW,0.0001,APPROVE,0.0001,0.4528,False,False,"['claim_amount: ↓ legitimate (0.763)', 'amount_vs_device_price: ↑ fraud (0.675)', 'claim_frequency: ↓ legitimate (0.481)', 'n_shared_shops: ↑ fraud (0.357)', 'community_size: ↑ fraud (0.299)']","{'claim_amount': -0.7631, 'amount_vs_device_price': 0.6747, 'claim_frequency': -0.4807, 'n_shared_shops': 0.3568, 'community_size': 0.2985}",CLM-004426
LOW,0.0001,APPROVE,0.0001,0.4036,False,False,"['claim_amount: ↓ legitimate (0.760)', 'device_age_days: ↑ fraud (0.245)', 'premium_amount: ↑ fraud (0.230)', 'amount_vs_device_price: ↓ legitimate (0.189)', 'claim_frequency: ↓ legitimate (0.134)']","{'claim_amount': -0.7601, 'device_age_days': 0.2449, 'premium_amount': 0.2301, 'amount_vs_device_price': -0.1888, 'claim_frequency': -0.1341}",CLM-004427
LOW,0.0001,APPROVE,0.0001,0.458,False,False,"['coverage_utilization: ↓ legitimate (0.363)', 'claim_frequency: ↓ legitimate (0.297)', 'amount_vs_avg: ↑ fraud (0.199)', 'amount_vs_device_price: ↓ legitimate (0.192)', 'premium_amount: ↓ legitimate (0.167)']","{'coverage_utilization': -0.3627, 'claim_frequency': -0.2973, 'amount_vs_avg': 0.1991, 'amount_vs_device_price': -0.1922, 'premium_amount': -0.1673}",CLM-004428
LOW,0.0,APPROVE,0.0,0.4032,False,False,"['claim_amount: ↓ legitimate (0.721)', 'amount_vs_device_price: ↓ legitimate (0.294)', 'pagerank_score: ↑ fraud (0.290)', 'days_since_policy_start: ↑ fraud (0.181)', 'community_size: ↓ legitimate (0.166)']","{'claim_amount': -0.7208, 'amount_vs_device_price': -0.2945, 'pagerank_score': 0.2903, 'days_since_policy_start': 0.1811, 'community_size': -0.1664}",CLM-004429
LOW,0.0,APPROVE,0.0,0.4741,False,False,"['claim_amount: ↓ legitimate (0.753)', 'claim_frequency: ↓ legitimate (0.252)', 'device_age_days: ↓ legitimate (0.250)', 'days_since_policy_start: ↑ fraud (0.238)', 'pagerank_score: ↑ fraud (0.229)']","{'claim_amount': -0.7529, 'claim_frequency': -0.2519, 'device_age_days': -0.2504, 'days_since_policy_start': 0.2384, 'pagerank_score': 0.2293}",CLM-004430
LOW,0.0,APPROVE,0.0,0.3908,False,False,"['claim_amount: ↓ legitimate (0.696)', 'device_age_days: ↓ legitimate (0.425)', 'claim_frequency: ↓ legitimate (0.294)', 'premium_amount: ↑ fraud (0.200)', 'community_size: ↓ legitimate (0.194)']","{'claim_amount': -0.6961, 'device_age_days': -0.4249, 'claim_frequency': -0.2944, 'premium_amount': 0.1997, 'community_size': -0.1942}",CLM-004431
LOW,0.0335,APPROVE,0.0335,0.4908,False,False,"['claim_amount: ↑ fraud (3.089)', 'amount_vs_avg: ↑ fraud (1.257)', 'coverage_utilization: ↓ legitimate (0.563)', 'n_shared_shops: ↑ fraud (0.547)', 'amount_vs_device_price: ↑ fraud (0.523)']","{'claim_amount': 3.0893, 'amount_vs_avg': 1.2568, 'coverage_utilization': -0.5633, 'n_shared_shops': 0.5474, 'amount_vs_device_price': 0.5228}",CLM-004432
LOW,0.0,APPROVE,0.0,0.5332,False,False,"['claim_amount: ↑ fraud (2.075)', 'n_shared_shops: ↓ legitimate (1.194)', 'amount_vs_avg: ↑ fraud (0.663)', 'coverage_utilization: ↓ legitimate (0.567)', 'community_size: ↓ legitimate (0.376)']","{'claim_amount': 2.0748, 'n_shared_shops': -1.1935, 'amount_vs_avg': 0.6631, 'coverage_utilization': -0.5673, 'community_size': -0.3756}",CLM-004433
LOW,0.0289,APPROVE,0.0289,0.564,False,False,"['claim_amount: ↑ fraud (6.068)', 'community_size: ↓ legitimate (1.838)', 'amount_vs_device_price: ↑ fraud (1.092)', 'n_shared_shops: ↑ fraud (0.895)', 'amount_vs_avg: ↑ fraud (0.701)']","{'claim_amount': 6.0683, 'community_size': -1.8377, 'amount_vs_device_price': 1.0925, 'n_shared_shops': 0.8951, 'amount_vs_avg': 0.7007}",CLM-004434
LOW,0.0001,APPROVE,0.0001,0.4751,False,False,"['claim_frequency: ↑ fraud (1.371)', 'claim_amount: ↓ legitimate (0.709)', 'device_age_days: ↓ legitimate (0.373)', 'community_size: ↓ legitimate (0.357)', 'n_shared_shops: ↓ legitimate (0.346)']","{'claim_frequency': 1.3712, 'claim_amount': -0.7094, 'device_age_days': -0.373, 'community_size': -0.3575, 'n_shared_shops': -0.3463}",CLM-004435
LOW,0.0001,APPROVE,0.0001,0.4069,False,False,"['claim_amount: ↓ legitimate (0.773)', 'pagerank_score: ↑ fraud (0.298)', 'device_age_days: ↑ fraud (0.235)', 'amount_vs_device_price: ↓ legitimate (0.166)', 'days_since_policy_start: ↓ legitimate (0.113)']","{'claim_amount': -0.7735, 'pagerank_score': 0.2978, 'device_age_days': 0.2349, 'amount_vs_device_price': -0.1659, 'days_since_policy_start': -0.1127}",CLM-004436
LOW,0.0001,APPROVE,0.0001,0.3923,False,False,"['claim_amount: ↓ legitimate (0.702)', 'premium_amount: ↑ fraud (0.394)', 'amount_vs_device_price: ↓ legitimate (0.246)', 'device_age_days: ↑ fraud (0.162)', 'claim_type_encoded: ↑ fraud (0.149)']","{'claim_amount': -0.7016, 'premium_amount': 0.3936, 'amount_vs_device_price': -0.2459, 'device_age_days': 0.1617, 'claim_type_encoded': 0.1491}",CLM-004437
LOW,0.0,APPROVE,0.0,0.4328,False,False,"['claim_amount: ↓ legitimate (0.543)', 'claim_frequency: ↓ legitimate (0.300)', 'n_shared_shops: ↓ legitimate (0.288)', 'amount_vs_device_price: ↓ legitimate (0.160)', 'policy_type_encoded: ↓ legitimate (0.115)']","{'claim_amount': -0.5432, 'claim_frequency': -0.2997, 'n_shared_shops': -0.2879, 'amount_vs_device_price': -0.1602, 'policy_type_encoded': -0.1148}",CLM-004438
LOW,0.0,APPROVE,0.0,0.4625,False,False,"['claim_amount: ↓ legitimate (0.691)', 'claim_frequency: ↓ legitimate (0.284)', 'amount_vs_device_price: ↓ legitimate (0.184)', 'n_shared_shops: ↑ fraud (0.138)', 'claim_type_encoded: ↓ legitimate (0.124)']","{'claim_amount': -0.6907, 'claim_frequency': -0.2843, 'amount_vs_device_price': -0.1836, 'n_shared_shops': 0.1381, 'claim_type_encoded': -0.124}",CLM-004439
LOW,0.0,APPROVE,0.0,0.4233,False,False,"['claim_amount: ↓ legitimate (0.510)', 'n_shared_shops: ↓ legitimate (0.321)', 'premium_amount: ↑ fraud (0.281)', 'pagerank_score: ↓ legitimate (0.226)', 'amount_vs_device_price: ↓ legitimate (0.226)']","{'claim_amount': -0.5104, 'n_shared_shops': -0.3208, 'premium_amount': 0.2812, 'pagerank_score': -0.2263, 'amount_vs_device_price': -0.2258}",CLM-004440
LOW,0.0,APPROVE,0.0,0.4507,False,False,"['amount_vs_avg: ↑ fraud (0.634)', 'n_shared_shops: ↓ legitimate (0.407)', 'claim_frequency: ↓ legitimate (0.290)', 'device_age_days: ↑ fraud (0.207)', 'pagerank_score: ↓ legitimate (0.181)']","{'amount_vs_avg': 0.6341, 'n_shared_shops': -0.4073, 'claim_frequency': -0.2901, 'device_age_days': 0.2066, 'pagerank_score': -0.1809}",CLM-004441
LOW,0.0001,APPROVE,0.0001,0.4108,False,False,"['claim_amount: ↓ legitimate (0.695)', 'claim_frequency: ↓ legitimate (0.270)', 'device_age_days: ↑ fraud (0.251)', 'premium_amount: ↑ fraud (0.230)', 'n_shared_shops: ↑ fraud (0.206)']","{'claim_amount': -0.6946, 'claim_frequency': -0.2699, 'device_age_days': 0.2514, 'premium_amount': 0.2301, 'n_shared_shops': 0.2055}",CLM-004442
LOW,0.0,APPROVE,0.0,0.413,False,False,"['claim_amount: ↓ legitimate (0.807)', 'claim_frequency: ↑ fraud (0.498)', 'amount_vs_device_price: ↓ legitimate (0.217)', 'community_size: ↓ legitimate (0.198)', 'claim_type_encoded: ↓ legitimate (0.166)']","{'claim_amount': -0.8074, 'claim_frequency': 0.4983, 'amount_vs_device_price': -0.2171, 'community_size': -0.1976, 'claim_type_encoded': -0.1661}",CLM-004443
LOW,0.0,APPROVE,0.0,0.3991,False,False,"['claim_amount: ↓ legitimate (0.702)', 'device_age_days: ↓ legitimate (0.392)', 'claim_frequency: ↓ legitimate (0.296)', 'premium_amount: ↑ fraud (0.231)', 'amount_vs_device_price: ↓ legitimate (0.196)']","{'claim_amount': -0.7023, 'device_age_days': -0.3919, 'claim_frequency': -0.296, 'premium_amount': 0.2313, 'amount_vs_device_price': -0.196}",CLM-004444
LOW,0.0011,APPROVE,0.0011,0.4459,False,False,"['amount_vs_avg: ↑ fraud (1.406)', 'amount_vs_device_price: ↑ fraud (1.364)', 'claim_frequency: ↓ legitimate (0.530)', 'device_age_days: ↓ legitimate (0.434)', 'premium_amount: ↑ fraud (0.371)']","{'amount_vs_avg': 1.4064, 'amount_vs_device_price': 1.364, 'claim_frequency': -0.5304, 'device_age_days': -0.4337, 'premium_amount': 0.3713}",CLM-004445
LOW,0.0,APPROVE,0.0,0.4213,False,False,"['n_shared_shops: ↓ legitimate (0.470)', 'pagerank_score: ↑ fraud (0.432)', 'coverage_utilization: ↓ legitimate (0.412)', 'device_age_days: ↓ legitimate (0.202)', 'days_since_policy_start: ↓ legitimate (0.202)']","{'n_shared_shops': -0.4696, 'pagerank_score': 0.4324, 'coverage_utilization': -0.4118, 'device_age_days': -0.2023, 'days_since_policy_start': -0.2019}",CLM-004446
LOW,0.0,APPROVE,0.0,0.44,False,False,"['claim_amount: ↓ legitimate (0.620)', 'n_shared_shops: ↓ legitimate (0.287)', 'claim_frequency: ↓ legitimate (0.271)', 'amount_vs_device_price: ↓ legitimate (0.176)', 'pagerank_score: ↑ fraud (0.152)']","{'claim_amount': -0.6199, 'n_shared_shops': -0.2867, 'claim_frequency': -0.2707, 'amount_vs_device_price': -0.176, 'pagerank_score': 0.1517}",CLM-004447
LOW,0.0,APPROVE,0.0,0.3923,False,False,"['claim_amount: ↓ legitimate (0.738)', 'device_age_days: ↓ legitimate (0.321)', 'pagerank_score: ↑ fraud (0.230)', 'amount_vs_device_price: ↓ legitimate (0.167)', 'days_since_policy_start: ↓ legitimate (0.167)']","{'claim_amount': -0.7383, 'device_age_days': -0.3215, 'pagerank_score': 0.2301, 'amount_vs_device_price': -0.1672, 'days_since_policy_start': -0.1669}",CLM-004448
LOW,0.0,APPROVE,0.0,0.4232,False,False,"['claim_amount: ↓ legitimate (0.665)', 'n_shared_shops: ↓ legitimate (0.385)', 'claim_frequency: ↑ fraud (0.374)', 'pagerank_score: ↓ legitimate (0.213)', 'device_age_days: ↑ fraud (0.150)']","{'claim_amount': -0.6651, 'n_shared_shops': -0.3851, 'claim_frequency': 0.3741, 'pagerank_score': -0.213, 'device_age_days': 0.1501}",CLM-004449
